Reference,Height,Width,StripWidth,,,,,,
48,1.64E+00,2.14E+01,,,,,,,
49,7.04E+00,4.74E+00,,,,,,,
50,3.40E+00,9.81E+00,,,,,,,
51,1.29E+00,2.56E+01,,,,,,,
52,3.34E+00,9.48E+00,,,,,,,
53,2.34E+00,1.35E+01,,,,,,,
54,1.22E+01,2.56E+00,,,,,,,
55,2.84E+00,1.10E+01,,,,,,,
56,2.91E+00,1.04E+01,,,,,,,
57,7.11E+00,4.18E+00,,,,,,,
58,2.84E+00,1.04E+01,,,,,,,
59,2.84E+00,1.02E+01,,,,,,,
60,1.19E+00,2.41E+01,,,,,,,
61,1.42E+00,2.00E+01,,,,,,,
62,2.84E+00,9.66E+00,,,,,,,
63,1.14E+00,2.41E+01,,,,,,,
64,2.30E+01,1.17E+00,,,,,,,
65,2.67E+00,1.01E+01,,,,,,,
66,2.25E+00,1.19E+01,,,,,,,
67,1.41E+00,1.85E+01,,,,,,,
68,2.69E+00,9.10E+00,,,,,,,
69,8.27E+00,2.80E+00,,,,,,,
70,8.27E+00,2.79E+00,,,,,,,
71,8.27E+00,2.73E+00,,,,,,,
72,4.03E+00,5.29E+00,,,,,,,
73,4.45E+00,4.62E+00,,,,,,,
74,3.99E+01,5.12E-01,,,,,,,
75,3.99E+01,5.12E-01,,,,,,,
76,2.27E+00,8.89E+00,,,,,,,
77,1.97E+01,1.02E+00,,,,,,,
78,4.30E+00,4.47E+00,,,,,,,
79,1.64E+01,1.17E+00,,,,,,,
80,8.96E-01,2.14E+01,,,,,,,
81,1.10E+01,1.69E+00,,,,,,,
82,1.77E+01,1.02E+00,,,,,,,
83,1.01E+01,1.78E+00,,,,,,,
84,5.66E+00,3.08E+00,,,,,,,
85,1.25E+01,1.36E+00,,,,,,,
86,4.47E-01,3.77E+01,,,,,,,
87,2.29E+00,7.30E+00,,,,,,,
88,8.27E+00,2.01E+00,,,,,,,
89,2.14E+00,7.60E+00,,,,,,,
90,3.04E+00,5.29E+00,,,,,,,
91,8.27E+00,1.94E+00,,,,,,,
92,3.78E+01,4.23E-01,,,,,,,
93,2.47E+01,6.34E-01,,,,,,,
94,6.52E-01,2.41E+01,,,,,,,
95,1.29E+00,1.21E+01,,,,,,,
96,1.20E+01,1.29E+00,,,,,,,
97,6.35E-01,2.41E+01,,,,,,,
98,1.20E+01,1.27E+00,,,,,,,
99,2.53E+01,6.01E-01,,,,,,,
100,9.94E+00,1.51E+00,,,,,,,
101,8.27E+00,1.78E+00,,,,,,,
102,5.58E+00,2.63E+00,,,,,,,
103,4.32E+00,3.40E+00,,,,,,,
104,4.90E+00,2.83E+00,,,,,,,
105,4.45E+00,3.11E+00,,,,,,,
106,1.67E+00,8.28E+00,,,,,,,
107,2.85E+00,4.75E+00,,,,,,,
108,2.95E+00,4.56E+00,,,,,,,
109,1.27E+01,1.04E+00,,,,,,,
110,1.04E+00,1.26E+01,,,,,,,
111,2.91E+00,4.44E+00,,,,,,,
112,8.27E+00,1.56E+00,,,,,,,
113,3.95E+00,3.25E+00,,,,,,,
114,5.99E-01,2.14E+01,,,,,,,
115,5.96E-01,2.14E+01,,,,,,,
116,1.44E+00,8.80E+00,,,,,,,
117,1.98E+01,6.38E-01,,,,,,,
118,5.58E+00,2.24E+00,,,,,,,
119,1.67E+00,7.47E+00,,,,,,,
120,3.34E+00,3.71E+00,,,,,,,
121,3.34E+00,3.69E+00,,,,,,,
122,1.20E+01,1.02E+00,,,,,,,
123,6.00E+00,2.02E+00,,,,,,,
124,4.32E+00,2.80E+00,,,,,,,
125,1.37E+00,8.80E+00,,,,,,,
126,5.97E+00,2.02E+00,,,,,,,
127,4.90E+00,2.45E+00,,,,,,,
128,1.73E+01,6.92E-01,,,,,,,
129,1.15E+01,1.04E+00,,,,,,,
130,1.04E+00,1.14E+01,,,,,,,
131,1.87E+01,6.34E-01,,,,,,,
132,1.39E+00,8.51E+00,,,,,,,
133,2.18E+01,5.38E-01,,,,,,,
134,2.48E+00,4.74E+00,,,,,,,
135,2.29E+00,5.12E+00,,,,,,,
136,3.95E+00,2.95E+00,,,,,,,
137,2.17E+01,5.38E-01,,,,,,,
138,1.53E+01,7.60E-01,,,,,,,
139,1.72E+01,6.78E-01,,,,,,,
140,2.45E+00,4.74E+00,,,,,,,
141,2.85E+00,4.05E+00,,,,,,,
142,5.07E-01,2.27E+01,,,,,,,
143,2.29E+00,4.98E+00,,,,,,,
144,1.79E+01,6.38E-01,,,,,,,
145,2.91E+00,3.91E+00,,,,,,,
146,1.96E+00,5.72E+00,,,,,,,
147,1.08E+01,1.02E+00,,,,,,,
148,4.44E+00,2.40E+00,,,,,,,
149,1.60E+01,6.49E-01,,,,,,,
150,6.03E-01,1.71E+01,,,,,,,
151,3.07E+01,3.31E-01,,,,,,,
152,6.86E-01,1.47E+01,,,,,,,
153,7.34E-01,1.37E+01,,,,,,,
154,8.14E-01,1.22E+01,,,,,,,
155,1.24E+00,7.98E+00,,,,,,,
156,1.53E+01,6.49E-01,,,,,,,
157,9.91E+00,9.98E-01,,,,,,,
158,3.07E+01,3.18E-01,,,,,,,
159,1.24E+00,7.77E+00,,,,,,,
160,8.14E-01,1.18E+01,,,,,,,
161,4.44E+00,2.17E+00,,,,,,,
162,1.23E+00,7.60E+00,,,,,,,
163,4.46E-01,2.02E+01,,,,,,,
164,1.92E+01,4.66E-01,,,,,,,
165,1.92E+01,4.60E-01,,,,,,,
166,8.27E+00,1.06E+00,,,,,,,
167,3.08E-01,2.82E+01,,,,,,,
168,1.92E+01,4.51E-01,,,,,,,
169,9.78E+00,8.82E-01,,,,,,,
170,7.34E-01,1.17E+01,,,,,,,
171,1.96E+00,4.36E+00,,,,,,,
172,1.72E+01,4.94E-01,,,,,,,
173,2.91E+00,2.90E+00,,,,,,,
174,2.95E-01,2.82E+01,,,,,,,
175,1.08E+00,7.60E+00,,,,,,,
176,2.91E+00,2.81E+00,,,,,,,
177,2.86E+00,2.85E+00,,,,,,,
178,9.78E+00,8.08E-01,,,,,,,
179,1.95E+01,4.03E-01,,,,,,,
180,1.92E+01,4.08E-01,,,,,,,
181,4.46E-01,1.75E+01,,,,,,,
182,1.41E+00,5.54E+00,,,,,,,
183,6.29E-01,1.24E+01,,,,,,,
184,2.72E+00,2.85E+00,,,,,,,
185,8.70E-01,8.90E+00,,,,,,,
186,4.03E-01,1.90E+01,,,,,,,
187,2.91E+00,2.63E+00,,,,,,,
188,5.58E+00,1.37E+00,,,,,,,
189,5.07E-01,1.51E+01,,,,,,,
190,9.95E+00,7.60E-01,,,,,,,
191,3.34E+00,2.26E+00,,,,,,,
192,4.03E-01,1.87E+01,,,,,,,
193,8.84E-01,8.51E+00,,,,,,,
194,3.34E+00,2.25E+00,,,,,,,
195,8.70E-01,8.50E+00,,,,,,,
196,7.41E+00,9.98E-01,,,,,,,
197,1.82E+01,4.03E-01,,,,,,,
198,6.29E-01,1.16E+01,,,,,,,
199,6.86E-01,1.07E+01,,,,,,,
200,2.91E+00,2.49E+00,,,,,,,
,,,,,,,,,
,,,,,,,,,
