Rererence,Height,Width,StripWidth,
281,9.56E+00,1.06E+00,,
282,1.19E+00,8.56E+00,,
283,2.12E+01,4.78E-01,,
284,1.70E+01,5.95E-01,,
285,8.52E+00,1.18E+00,,
286,2.09E+00,4.82E+00,,
287,8.35E+00,1.20E+00,,
288,8.93E+00,1.12E+00,,
289,8.48E+00,1.18E+00,,
290,3.92E+00,2.55E+00,,
291,1.36E+01,7.34E-01,,
292,1.19E+00,8.42E+00,,
293,1.91E+01,5.22E-01,,
294,3.65E+00,2.74E+00,,
295,1.07E+01,9.32E-01,,
296,1.57E+01,6.33E-01,,
297,1.66E+01,5.98E-01,,
298,1.07E+01,9.27E-01,,
299,8.96E-01,1.11E+01,,
300,2.79E+01,3.55E-01,,
301,5.62E-01,1.76E+01,,
302,8.28E+00,1.19E+00,,
303,1.06E+01,9.32E-01,,
304,8.78E+00,1.12E+00,,
305,2.18E+01,4.53E-01,,
306,5.38E-01,1.82E+01,,
307,3.83E+00,2.55E+00,,
308,1.86E+00,5.24E+00,,
309,1.59E+00,6.12E+00,,
310,1.37E+00,7.05E+00,,
311,1.77E+01,5.47E-01,,
312,9.84E+00,9.81E-01,,
313,9.84E+00,9.80E-01,,
314,2.70E+00,3.56E+00,,
315,4.47E+00,2.15E+00,,
316,4.73E-01,2.03E+01,,
317,1.62E+00,5.86E+00,,
318,9.84E+00,9.67E-01,,
319,6.66E+00,1.43E+00,,
320,2.09E+00,4.56E+00,,
321,9.84E+00,9.61E-01,,
322,1.77E+01,5.33E-01,,
323,6.14E+00,1.53E+00,,
324,2.77E+00,3.39E+00,,
325,1.62E+01,5.76E-01,,
326,2.03E+01,4.61E-01,,
327,2.09E+00,4.45E+00,,
328,1.55E+01,5.98E-01,,
329,1.57E+01,5.87E-01,,
330,4.03E+00,2.29E+00,,
331,1.02E+01,9.01E-01,,
332,4.41E+00,2.08E+00,,
333,2.61E+00,3.51E+00,,
334,4.64E+00,1.98E+00,,
335,4.40E+00,2.08E+00,,
336,8.28E+00,1.10E+00,,
337,3.66E+00,2.50E+00,,
338,3.02E+00,3.02E+00,,
339,2.60E+00,3.51E+00,,
340,3.00E+00,3.05E+00,,
341,1.27E+01,7.20E-01,,
342,3.11E+00,2.93E+00,,
343,5.21E+00,1.74E+00,,
344,7.82E-01,1.16E+01,,
345,9.60E-01,9.43E+00,,
346,5.61E+00,1.61E+00,,
347,4.82E+00,1.86E+00,,
348,2.16E+00,4.12E+00,,
349,2.91E+00,3.05E+00,,
350,5.10E-01,1.72E+01,,
351,5.43E+00,1.61E+00,,
352,2.87E+00,3.05E+00,,
353,1.17E+01,7.46E-01,,
354,1.79E+00,4.85E+00,,
355,4.64E+00,1.85E+00,,
356,1.66E+01,5.16E-01,,
357,1.18E+01,7.20E-01,,
358,3.66E+00,2.33E+00,,
359,1.37E+00,6.22E+00,,
360,7.67E+00,1.11E+00,,
361,1.62E+00,5.22E+00,,
362,1.22E+01,6.93E-01,,
363,4.86E-01,1.73E+01,,
364,2.88E+00,2.93E+00,,
365,4.25E+00,1.98E+00,,
366,5.19E+00,1.62E+00,,
367,1.34E+00,6.22E+00,,
368,3.45E+00,2.41E+00,,
369,1.20E+00,6.95E+00,,
370,8.80E-01,9.43E+00,,
371,8.39E+00,9.88E-01,,
372,3.26E+00,2.54E+00,,
373,8.17E+00,1.01E+00,,
374,5.77E+00,1.43E+00,,
375,7.35E-01,1.12E+01,,
376,1.70E+01,4.83E-01,,
377,5.72E+00,1.44E+00,,
378,7.31E-01,1.12E+01,,
379,1.24E+01,6.56E-01,,
380,1.03E+01,7.90E-01,,
381,2.16E+00,3.77E+00,,
382,6.30E+00,1.28E+00,,
383,8.71E+00,9.25E-01,,
384,5.02E+00,1.60E+00,,
385,1.97E+00,4.05E+00,,
386,1.45E+00,5.50E+00,,
387,4.92E+00,1.62E+00,,
388,4.29E-01,1.85E+01,,
389,2.64E+00,3.00E+00,,
390,1.44E+00,5.50E+00,,
391,2.10E+00,3.77E+00,,
392,1.22E+00,6.45E+00,,
393,1.24E+01,6.33E-01,,
394,1.13E+00,6.95E+00,,
395,1.05E+01,7.46E-01,,
396,1.51E+01,5.21E-01,,
397,1.85E+00,4.24E+00,,
398,4.20E+00,1.86E+00,,
399,2.67E+00,2.93E+00,,
400,1.35E+01,5.76E-01,,
401,8.28E+00,9.41E-01,,
402,2.57E+00,3.02E+00,,
403,1.30E+01,5.98E-01,,
404,9.84E+00,7.87E-01,,
405,2.64E+00,2.92E+00,,
406,1.19E+00,6.45E+00,,
407,1.12E+01,6.88E-01,,
408,1.47E+01,5.21E-01,,
409,2.90E-01,2.64E+01,,
410,1.76E+00,4.35E+00,,
411,2.89E-01,2.64E+01,,
412,1.85E+00,4.12E+00,,
413,2.45E+00,3.11E+00,,
414,7.48E+00,1.02E+00,,
415,4.10E-01,1.85E+01,,
416,2.09E+00,3.62E+00,,
417,1.81E+00,4.19E+00,,
418,2.09E+00,3.62E+00,,
419,3.77E+00,2.00E+00,,
420,2.42E+00,3.11E+00,,
421,4.86E-01,1.55E+01,,
422,1.96E+00,3.85E+00,,
423,1.08E+00,6.95E+00,,
424,1.30E+00,5.77E+00,,
425,1.67E+01,4.50E-01,,
426,3.13E+00,2.40E+00,,
427,1.16E+00,6.45E+00,,
428,1.65E+01,4.53E-01,,
429,2.14E+01,3.48E-01,,
430,4.70E+00,1.59E+00,,
431,3.10E+00,2.40E+00,,
432,2.57E+00,2.90E+00,,
433,1.29E+00,5.77E+00,,
434,6.30E+00,1.18E+00,,
435,2.81E-01,2.64E+01,,
436,2.81E-01,2.64E+01,,
437,5.15E-01,1.44E+01,,
438,3.87E+00,1.90E+00,,
439,4.49E+00,1.61E+00,,
440,1.26E+01,5.63E-01,,
441,4.86E+00,1.43E+00,,
442,3.45E+00,1.95E+00,,
443,1.20E+01,5.63E-01,,
444,1.55E+00,4.25E+00,,
445,1.88E+00,3.43E+00,,
446,1.28E+01,5.02E-01,,
447,1.47E+01,4.30E-01,,
448,2.14E+01,2.94E-01,,
449,1.96E+00,3.20E+00,,
450,8.96E+00,6.99E-01,,
451,2.75E+00,2.25E+00,,
452,3.61E+00,1.71E+00,,
453,3.77E+00,1.61E+00,,
454,4.86E+00,1.24E+00,,
455,7.49E-01,8.07E+00,,
456,2.19E+01,2.75E-01,,
457,2.19E+01,2.74E-01,,
458,7.44E-01,8.07E+00,,
459,8.96E+00,6.70E-01,,
460,1.73E+00,3.43E+00,,
461,3.45E+00,1.71E+00,,
462,1.27E+01,4.61E-01,,
463,2.59E+00,2.18E+00,,
464,1.01E+01,5.56E-01,,
465,3.61E+00,1.55E+00,,
466,9.67E+00,5.55E-01,,
467,3.17E+00,1.68E+00,,
468,1.35E+01,3.83E-01,,
469,9.17E+00,5.55E-01,,
470,2.12E+01,2.38E-01,,
471,3.45E+00,1.46E+00,,
472,6.23E+00,8.01E-01,,
473,3.17E+00,1.57E+00,,
474,1.16E+00,4.25E+00,,
475,6.54E+00,7.36E-01,,
476,1.04E+01,4.61E-01,,
477,1.03E+01,4.61E-01,,
478,2.18E+00,2.15E+00,,
479,3.25E-01,1.44E+01,,
480,6.35E+00,7.36E-01,,
481,9.64E-01,4.85E+00,,
482,2.70E+00,1.73E+00,,
483,2.12E+01,2.16E-01,,
484,6.23E+00,7.31E-01,,
485,1.47E+01,3.09E-01,,
486,2.59E+00,1.74E+00,,
487,2.70E+00,1.66E+00,,
488,1.02E+01,4.34E-01,,
489,9.03E-01,4.85E+00,,
490,1.16E+00,3.77E+00,,
491,1.35E+01,3.23E-01,,
492,1.23E+00,3.54E+00,,
493,1.01E+01,4.25E-01,,
494,2.26E+00,1.90E+00,,
495,8.46E+00,5.04E-01,,
496,1.97E+00,2.15E+00,,
497,8.36E+00,5.02E-01,,
498,8.46E+00,4.96E-01,,
499,1.23E+00,3.41E+00,,
500,2.75E+00,1.52E+00,,
