Reference,Height,Width,StripWidth,,,,,,
52,6.63E+00,6.18E+00,,,,,,,
53,5.37E+01,7.61E-01,,,,,,,
54,2.73E+01,1.43E+00,,,,,,,
55,1.74E+01,2.24E+00,,,,,,,
56,2.10E+01,1.86E+00,,,,,,,
57,2.96E+00,1.31E+01,,,,,,,
58,5.91E+01,6.47E-01,,,,,,,
59,4.06E+00,9.38E+00,,,,,,,
60,1.02E+01,3.66E+00,,,,,,,
61,3.29E+01,1.02E+00,,,,,,,
62,2.59E+01,1.28E+00,,,,,,,
63,1.08E+01,3.06E+00,,,,,,,
64,2.73E+01,1.20E+00,,,,,,,
65,1.06E+01,3.06E+00,,,,,,,
66,3.72E+01,8.24E-01,,,,,,,
67,5.37E+01,5.66E-01,,,,,,,
68,2.61E+00,1.09E+01,,,,,,,
69,1.02E+01,2.76E+00,,,,,,,
70,4.77E+00,5.15E+00,,,,,,,
71,8.90E+00,2.59E+00,,,,,,,
72,9.37E+00,2.36E+00,,,,,,,
73,3.29E+01,6.72E-01,,,,,,,
74,6.91E+00,3.19E+00,,,,,,,
75,3.68E+00,5.38E+00,,,,,,,
76,8.92E-01,2.14E+01,,,,,,,
77,5.92E+00,3.06E+00,,,,,,,
78,2.10E+01,8.24E-01,,,,,,,
79,3.00E+00,5.61E+00,,,,,,,
80,1.60E+01,1.03E+00,,,,,,,
81,3.00E+00,5.29E+00,,,,,,,
82,1.91E+00,8.21E+00,,,,,,,
83,1.56E+01,9.75E-01,,,,,,,
84,1.16E+00,1.30E+01,,,,,,,
85,1.70E+00,8.85E+00,,,,,,,
86,4.77E+00,3.14E+00,,,,,,,
87,3.29E+01,4.42E-01,,,,,,,
88,1.80E+01,7.74E-01,,,,,,,
89,6.38E+00,2.18E+00,,,,,,,
90,6.41E-01,2.14E+01,,,,,,,
91,1.05E+00,1.29E+01,,,,,,,
92,2.32E+01,5.51E-01,,,,,,,
93,1.75E+01,7.28E-01,,,,,,,
94,1.36E+01,9.37E-01,,,,,,,
95,5.53E+00,2.29E+00,,,,,,,
96,2.35E+01,5.23E-01,,,,,,,
97,5.13E+00,2.40E+00,,,,,,,
98,2.22E+01,5.51E-01,,,,,,,
99,2.35E+01,5.21E-01,,,,,,,
100,2.53E+00,4.80E+00,,,,,,,
101,1.42E+01,8.54E-01,,,,,,,
102,1.76E+01,6.86E-01,,,,,,,
103,1.62E+01,7.28E-01,,,,,,,
104,1.31E+00,8.85E+00,,,,,,,
105,3.24E+00,3.56E+00,,,,,,,
106,3.11E+00,3.67E+00,,,,,,,
107,2.01E+00,5.51E+00,,,,,,,
108,4.61E+00,2.40E+00,,,,,,,
109,3.29E+01,3.32E-01,,,,,,,
110,3.68E+00,2.93E+00,,,,,,,
111,1.92E+01,5.54E-01,,,,,,,
112,2.29E+01,4.65E-01,,,,,,,
113,6.38E+00,1.64E+00,,,,,,,
114,7.95E-01,1.31E+01,,,,,,,
115,2.57E+01,4.02E-01,,,,,,,
116,2.22E+00,4.56E+00,,,,,,,
117,2.13E+01,4.71E-01,,,,,,,
118,2.10E+00,4.75E+00,,,,,,,
119,3.68E+00,2.71E+00,,,,,,,
120,2.30E+01,4.28E-01,,,,,,,
121,6.98E-01,1.40E+01,,,,,,,
122,1.16E+00,8.37E+00,,,,,,,
123,1.50E+00,6.42E+00,,,,,,,
124,1.16E+01,8.24E-01,,,,,,,
125,3.01E+00,3.14E+00,,,,,,,
126,2.19E+00,4.29E+00,,,,,,,
127,2.23E+00,4.20E+00,,,,,,,
128,6.38E+00,1.46E+00,,,,,,,
129,1.91E+00,4.90E+00,,,,,,,
130,1.54E+01,6.04E-01,,,,,,,
131,2.10E+00,4.40E+00,,,,,,,
132,2.73E+01,3.34E-01,,,,,,,
133,2.13E+01,4.20E-01,,,,,,,
134,1.05E+00,8.49E+00,,,,,,,
135,1.00E+01,8.90E-01,,,,,,,
136,1.17E+00,7.59E+00,,,,,,,
137,3.68E+00,2.41E+00,,,,,,,
138,1.07E+01,8.24E-01,,,,,,,
139,1.12E+00,7.82E+00,,,,,,,
140,2.19E+00,3.99E+00,,,,,,,
141,2.73E+00,3.19E+00,,,,,,,
142,4.31E+00,2.01E+00,,,,,,,
143,5.26E+00,1.64E+00,,,,,,,
144,9.74E-01,8.85E+00,,,,,,,
145,2.74E+00,3.14E+00,,,,,,,
146,8.20E+00,1.04E+00,,,,,,,
147,3.80E+00,2.24E+00,,,,,,,
148,5.18E+00,1.64E+00,,,,,,,
149,1.17E+01,7.28E-01,,,,,,,
150,4.20E+00,2.01E+00,,,,,,,
151,2.57E+01,3.24E-01,,,,,,,
152,4.09E+00,2.01E+00,,,,,,,
153,5.00E+00,1.64E+00,,,,,,,
154,2.29E+01,3.51E-01,,,,,,,
155,7.71E+00,1.04E+00,,,,,,,
156,1.43E+01,5.54E-01,,,,,,,
157,1.84E+00,4.27E+00,,,,,,,
158,1.97E+01,3.96E-01,,,,,,,
159,1.60E+01,4.87E-01,,,,,,,
160,3.11E+00,2.51E+00,,,,,,,
161,8.74E+00,8.90E-01,,,,,,,
162,3.24E+00,2.40E+00,,,,,,,
163,9.37E+00,8.24E-01,,,,,,,
164,3.36E+00,2.29E+00,,,,,,,
165,2.74E+00,2.80E+00,,,,,,,
166,1.83E+00,4.20E+00,,,,,,,
167,8.90E+00,8.63E-01,,,,,,,
168,2.53E+00,3.03E+00,,,,,,,
169,8.86E+00,8.54E-01,,,,,,,
170,3.24E+00,2.33E+00,,,,,,,
171,4.98E+00,1.50E+00,,,,,,,
172,1.76E+01,4.18E-01,,,,,,,
173,1.54E+01,4.77E-01,,,,,,,
174,1.54E+01,4.75E-01,,,,,,,
175,1.58E+00,4.63E+00,,,,,,,
176,8.90E+00,8.16E-01,,,,,,,
177,9.33E+00,7.74E-01,,,,,,,
178,2.22E+00,3.25E+00,,,,,,,
179,1.58E+00,4.52E+00,,,,,,,
180,7.93E+00,8.90E-01,,,,,,,
181,4.69E+00,1.50E+00,,,,,,,
182,7.92E-01,8.85E+00,,,,,,,
183,1.76E+01,3.95E-01,,,,,,,
184,7.44E+00,9.37E-01,,,,,,,
185,1.65E+01,4.22E-01,,,,,,,
186,2.25E+00,3.09E+00,,,,,,,
187,1.64E+01,4.22E-01,,,,,,,
188,1.60E+01,4.29E-01,,,,,,,
189,1.54E+01,4.40E-01,,,,,,,
190,4.09E+00,1.64E+00,,,,,,,
191,8.48E-01,7.82E+00,,,,,,,
192,1.19E+01,5.54E-01,,,,,,,
193,4.97E-01,1.31E+01,,,,,,,
194,1.84E+00,3.54E+00,,,,,,,
195,1.97E+01,3.30E-01,,,,,,,
196,2.74E+00,2.35E+00,,,,,,,
197,8.40E-01,7.59E+00,,,,,,,
198,9.31E+00,6.40E-01,,,,,,,
199,8.81E+00,6.40E-01,,,,,,,
200,2.79E+00,2.01E+00,,,,,,,
,,,,,,,,,
,,,,,,,,,
