Reference,Height,Width,StripWidth,,,,,,
62,2.44E+01,1.08E+00,,,,,,,
63,6.84E-01,3.57E+01,,,,,,,
64,2.33E+01,1.03E+00,,,,,,,
65,3.72E+00,6.38E+00,,,,,,,
66,2.62E+01,8.99E-01,,,,,,,
67,9.58E-01,2.41E+01,,,,,,,
68,5.81E+00,3.93E+00,,,,,,,
69,3.71E+01,5.98E-01,,,,,,,
70,1.24E+00,1.79E+01,,,,,,,
71,4.05E+00,5.32E+00,,,,,,,
72,1.24E+01,1.72E+00,,,,,,,
73,8.37E-01,2.51E+01,,,,,,,
74,6.69E+00,3.12E+00,,,,,,,
75,5.29E+00,3.82E+00,,,,,,,
76,7.90E+00,2.53E+00,,,,,,,
77,1.16E+01,1.72E+00,,,,,,,
78,1.57E+00,1.27E+01,,,,,,,
79,8.58E-01,2.31E+01,,,,,,,
80,2.14E+01,9.18E-01,,,,,,,
81,1.28E+00,1.54E+01,,,,,,,
82,2.33E+01,8.40E-01,,,,,,,
83,3.72E+00,5.23E+00,,,,,,,
84,1.17E+01,1.65E+00,,,,,,,
85,2.52E+00,7.62E+00,,,,,,,
86,5.68E+00,3.37E+00,,,,,,,
87,1.64E+00,1.16E+01,,,,,,,
88,2.35E+00,8.09E+00,,,,,,,
89,2.40E+01,7.78E-01,,,,,,,
90,4.15E+00,4.44E+00,,,,,,,
91,1.17E+01,1.56E+00,,,,,,,
92,2.33E+01,7.80E-01,,,,,,,
93,5.94E+00,3.03E+00,,,,,,,
94,1.64E+01,1.08E+00,,,,,,,
95,7.90E+00,2.22E+00,,,,,,,
96,3.16E+00,5.52E+00,,,,,,,
97,1.21E+01,1.45E+00,,,,,,,
98,2.52E+00,6.83E+00,,,,,,,
99,5.32E+00,3.22E+00,,,,,,,
100,4.41E+00,3.84E+00,,,,,,,
101,4.73E-01,3.57E+01,,,,,,,
102,1.86E+01,8.99E-01,,,,,,,
103,6.89E+00,2.40E+00,,,,,,,
104,1.17E+01,1.41E+00,,,,,,,
105,5.81E+00,2.84E+00,,,,,,,
106,9.03E-01,1.82E+01,,,,,,,
107,6.69E+00,2.45E+00,,,,,,,
108,1.12E+01,1.45E+00,,,,,,,
109,3.26E+00,4.99E+00,,,,,,,
110,9.11E+00,1.76E+00,,,,,,,
111,5.68E+00,2.81E+00,,,,,,,
112,1.48E+00,1.07E+01,,,,,,,
113,3.71E+01,4.29E-01,,,,,,,
114,4.10E+00,3.84E+00,,,,,,,
115,1.17E+01,1.34E+00,,,,,,,
116,2.22E+00,7.09E+00,,,,,,,
117,6.24E-01,2.48E+01,,,,,,,
118,1.11E+00,1.39E+01,,,,,,,
119,1.57E+00,9.58E+00,,,,,,,
120,3.16E+00,4.76E+00,,,,,,,
121,2.55E+00,5.88E+00,,,,,,,
122,8.23E-01,1.78E+01,,,,,,,
123,3.82E+00,3.82E+00,,,,,,,
124,2.31E+00,6.29E+00,,,,,,,
125,1.28E+00,1.13E+01,,,,,,,
126,8.23E-01,1.73E+01,,,,,,,
127,1.22E+00,1.16E+01,,,,,,,
128,1.37E+00,1.02E+01,,,,,,,
129,3.85E+00,3.59E+00,,,,,,,
130,2.55E+00,5.40E+00,,,,,,,
131,4.37E+00,3.15E+00,,,,,,,
132,2.22E+00,6.18E+00,,,,,,,
133,8.51E+00,1.59E+00,,,,,,,
134,5.52E+00,2.45E+00,,,,,,,
135,3.73E-01,3.57E+01,,,,,,,
136,2.55E+00,5.19E+00,,,,,,,
137,7.28E-01,1.81E+01,,,,,,,
138,1.28E+00,1.02E+01,,,,,,,
139,6.24E-01,2.06E+01,,,,,,,
140,5.72E-01,2.25E+01,,,,,,,
141,9.51E-01,1.35E+01,,,,,,,
142,9.36E-01,1.36E+01,,,,,,,
143,1.45E+00,8.73E+00,,,,,,,
144,2.33E+01,5.34E-01,,,,,,,
145,1.57E+00,7.88E+00,,,,,,,
146,6.71E-01,1.82E+01,,,,,,,
147,8.23E-01,1.47E+01,,,,,,,
148,1.18E+00,1.02E+01,,,,,,,
149,1.24E+00,9.57E+00,,,,,,,
150,5.32E+00,2.20E+00,,,,,,,
151,2.35E+00,4.99E+00,,,,,,,
152,1.34E+00,8.73E+00,,,,,,,
153,1.08E+00,1.07E+01,,,,,,,
154,5.29E+00,2.19E+00,,,,,,,
155,2.30E+00,4.99E+00,,,,,,,
156,4.76E+00,2.40E+00,,,,,,,
157,2.11E+00,5.34E+00,,,,,,,
158,1.63E+00,6.83E+00,,,,,,,
159,5.94E-01,1.88E+01,,,,,,,
160,4.65E+00,2.40E+00,,,,,,,
161,4.94E-01,2.25E+01,,,,,,,
162,1.96E+00,5.63E+00,,,,,,,
163,8.51E+00,1.30E+00,,,,,,,
164,9.51E-01,1.16E+01,,,,,,,
165,1.74E+00,6.29E+00,,,,,,,
166,1.07E+00,1.02E+01,,,,,,,
167,1.10E+01,9.90E-01,,,,,,,
168,9.36E-01,1.15E+01,,,,,,,
169,1.10E+01,9.74E-01,,,,,,,
170,1.10E+01,9.67E-01,,,,,,,
171,6.69E+00,1.59E+00,,,,,,,
172,3.16E+00,3.35E+00,,,,,,,
173,4.78E+00,2.21E+00,,,,,,,
174,7.75E-01,1.36E+01,,,,,,,
175,1.98E+00,5.34E+00,,,,,,,
176,4.55E-01,2.31E+01,,,,,,,
177,1.17E+01,8.85E-01,,,,,,,
178,8.51E+00,1.22E+00,,,,,,,
179,5.29E+00,1.95E+00,,,,,,,
180,2.58E+01,3.97E-01,,,,,,,
181,5.29E+00,1.93E+00,,,,,,,
182,2.84E+00,3.59E+00,,,,,,,
183,1.24E+00,8.16E+00,,,,,,,
184,9.51E-01,1.06E+01,,,,,,,
185,5.94E-01,1.69E+01,,,,,,,
186,7.31E-01,1.36E+01,,,,,,,
187,2.58E+01,3.84E-01,,,,,,,
188,9.36E-01,1.05E+01,,,,,,,
189,5.27E-01,1.80E+01,,,,,,,
190,5.27E-01,1.77E+01,,,,,,,
191,1.86E+00,4.91E+00,,,,,,,
192,4.96E-01,1.81E+01,,,,,,,
193,8.33E+00,1.08E+00,,,,,,,
194,7.69E-01,1.16E+01,,,,,,,
195,6.69E+00,1.30E+00,,,,,,,
196,1.86E+00,4.68E+00,,,,,,,
197,7.34E-01,1.16E+01,,,,,,,
198,3.76E-01,2.25E+01,,,,,,,
199,3.73E+00,2.21E+00,,,,,,,
200,5.81E+00,1.40E+00,,,,,,,
,,,,,,,,,
,,,,,,,,,
