Reference,Height,Width,StripWidth,,,,,,
148,2.76E+00,6.38E+00,,,,,,,
149,1.20E+01,1.46E+00,,,,,,,
150,2.86E+00,6.13E+00,,,,,,,
151,2.74E+00,6.40E+00,,,,,,,
152,2.95E+00,5.92E+00,,,,,,,
153,1.16E+01,1.49E+00,,,,,,,
154,1.14E+01,1.51E+00,,,,,,,
155,1.86E+00,9.23E+00,,,,,,,
156,1.16E+01,1.46E+00,,,,,,,
157,3.55E+01,4.77E-01,,,,,,,
158,3.55E+01,4.76E-01,,,,,,,
159,2.78E+01,6.00E-01,,,,,,,
160,5.84E+00,2.85E+00,,,,,,,
161,1.62E+00,1.03E+01,,,,,,,
162,2.60E+01,6.39E-01,,,,,,,
163,2.59E+00,6.41E+00,,,,,,,
164,1.86E+01,8.92E-01,,,,,,,
165,2.83E+00,5.86E+00,,,,,,,
166,2.84E+00,5.83E+00,,,,,,,
167,2.95E+00,5.59E+00,,,,,,,
168,9.34E+00,1.76E+00,,,,,,,
169,6.60E+00,2.49E+00,,,,,,,
170,2.81E+00,5.83E+00,,,,,,,
171,2.67E+00,6.13E+00,,,,,,,
172,4.99E+00,3.26E+00,,,,,,,
173,8.70E-01,1.87E+01,,,,,,,
174,8.69E-01,1.87E+01,,,,,,,
175,9.34E+00,1.74E+00,,,,,,,
176,1.06E+01,1.51E+00,,,,,,,
177,5.14E+00,2.55E+00,,,,,,,
178,1.49E+01,8.74E-01,,,,,,,
179,3.60E+00,3.25E+00,,,,,,,
180,4.47E+00,2.55E+00,,,,,,,
181,8.85E+00,1.20E+00,,,,,,,
182,8.85E+00,1.20E+00,,,,,,,
183,7.66E+00,1.33E+00,,,,,,,
184,1.64E+00,6.17E+00,,,,,,,
185,1.20E+01,8.37E-01,,,,,,,
186,3.01E+00,3.25E+00,,,,,,,
187,1.20E+01,8.03E-01,,,,,,,
188,9.58E+00,1.00E+00,,,,,,,
189,1.07E+01,8.72E-01,,,,,,,
190,9.58E+00,8.94E-01,,,,,,,
191,5.53E+00,1.54E+00,,,,,,,
192,3.19E+00,2.64E+00,,,,,,,
193,3.16E+00,2.64E+00,,,,,,,
194,1.16E+01,6.80E-01,,,,,,,
195,1.49E+01,5.17E-01,,,,,,,
196,5.53E+00,1.39E+00,,,,,,,
197,5.74E+00,1.33E+00,,,,,,,
198,1.18E+00,6.17E+00,,,,,,,
199,7.65E+00,9.08E-01,,,,,,,
200,7.85E+00,8.72E-01,,,,,,,
,,,,,,,,,
,,,,,,,,,
