Rererence,Height,Width,StripWidth,
63,5.63E+00,5.81E+00,,
64,7.45E-01,4.38E+01,,
65,1.12E+00,2.82E+01,,
66,4.55E+00,6.77E+00,,
67,7.31E+00,4.21E+00,,
68,1.51E+01,2.03E+00,,
69,3.54E+00,8.65E+00,,
70,7.75E+00,3.94E+00,,
71,1.30E+00,2.29E+01,,
72,3.18E+00,9.20E+00,,
73,1.19E+01,2.43E+00,,
74,1.18E+00,2.39E+01,,
75,9.69E+00,2.90E+00,,
76,4.75E+00,5.67E+00,,
77,7.73E-01,3.48E+01,,
78,1.05E+01,2.55E+00,,
79,7.59E+00,3.50E+00,,
80,2.16E+00,1.21E+01,,
81,3.54E+00,7.20E+00,,
82,1.02E+01,2.49E+00,,
83,2.28E+01,1.11E+00,,
84,3.86E+00,6.51E+00,,
85,2.03E+00,1.24E+01,,
86,1.73E+01,1.44E+00,,
87,7.09E-01,3.48E+01,,
88,1.58E+01,1.56E+00,,
89,1.05E+01,2.28E+00,,
90,6.87E+00,3.46E+00,,
91,3.48E+00,6.80E+00,,
92,3.33E+00,6.95E+00,,
93,3.96E+01,5.73E-01,,
94,1.51E+00,1.50E+01,,
95,4.15E+00,5.29E+00,,
96,4.84E-01,4.38E+01,,
97,1.77E+00,1.18E+01,,
98,4.32E+01,4.84E-01,,
99,2.74E+00,7.60E+00,,
100,4.74E-01,4.38E+01,,
101,1.84E+00,1.12E+01,,
102,5.23E-01,3.92E+01,,
103,1.69E+01,1.21E+00,,
104,9.69E+00,2.03E+00,,
105,1.65E+00,1.19E+01,,
106,9.69E+00,1.97E+00,,
107,1.70E+01,1.10E+00,,
108,4.53E+00,4.11E+00,,
109,3.04E+01,5.95E-01,,
110,3.11E+00,5.81E+00,,
111,1.53E+00,1.18E+01,,
112,1.88E+01,9.56E-01,,
113,8.76E+00,1.99E+00,,
114,5.04E+00,3.42E+00,,
115,1.69E+01,1.01E+00,,
116,1.45E+00,1.17E+01,,
117,3.56E+00,4.71E+00,,
118,1.09E+01,1.53E+00,,
119,5.76E-01,2.82E+01,,
120,1.13E+01,1.44E+00,,
121,3.38E+00,4.76E+00,,
122,1.79E+00,8.92E+00,,
123,7.75E+00,2.06E+00,,
124,4.42E+00,3.52E+00,,
125,4.65E+00,3.30E+00,,
126,1.46E+00,1.04E+01,,
127,4.57E+00,3.30E+00,,
128,1.11E+01,1.34E+00,,
129,6.64E+00,2.21E+00,,
130,7.48E-01,1.86E+01,,
131,4.15E-01,3.35E+01,,
132,1.77E+00,7.70E+00,,
133,2.29E+00,5.95E+00,,
134,8.70E+00,1.56E+00,,
135,4.37E+00,3.03E+00,,
136,1.96E+01,6.72E-01,,
137,1.70E+01,7.72E-01,,
138,8.39E-01,1.56E+01,,
139,9.05E+00,1.44E+00,,
140,4.61E-01,2.82E+01,,
141,1.62E+00,8.01E+00,,
142,1.92E+00,6.77E+00,,
143,2.41E+00,5.33E+00,,
144,1.20E+00,1.07E+01,,
145,1.94E+00,6.51E+00,,
146,7.75E+00,1.61E+00,,
147,1.06E+01,1.18E+00,,
148,3.38E+00,3.69E+00,,
149,9.69E+00,1.28E+00,,
150,2.60E+00,4.75E+00,,
151,7.31E+00,1.65E+00,,
152,7.31E+00,1.64E+00,,
153,1.41E+00,8.44E+00,,
154,1.08E+00,1.10E+01,,
155,8.76E+00,1.35E+00,,
156,2.29E+00,5.14E+00,,
157,1.73E+00,6.77E+00,,
158,1.43E+00,8.01E+00,,
159,3.77E+00,3.03E+00,,
160,4.01E+00,2.81E+00,,
161,4.59E-01,2.44E+01,,
162,4.75E+00,2.34E+00,,
163,5.05E+00,2.19E+00,,
164,3.65E+00,2.97E+00,,
165,5.28E-01,2.04E+01,,
166,1.63E+01,6.49E-01,,
167,3.33E+00,3.14E+00,,
168,9.79E-01,1.06E+01,,
169,6.53E+00,1.59E+00,,
170,1.79E+01,5.76E-01,,
171,2.25E+00,4.48E+00,,
172,9.42E-01,1.06E+01,,
173,1.12E+01,8.90E-01,,
174,1.10E+01,9.01E-01,,
175,4.87E+00,1.99E+00,,
176,6.52E+00,1.47E+00,,
177,6.85E-01,1.38E+01,,
178,7.77E+00,1.21E+00,,
179,7.59E+00,1.24E+00,,
180,3.71E+00,2.51E+00,,
181,1.36E+01,6.81E-01,,
182,8.87E+00,1.04E+00,,
183,3.33E-01,2.78E+01,,
184,3.56E+00,2.53E+00,,
185,6.52E+00,1.38E+00,,
186,3.02E+00,2.97E+00,,
187,6.35E-01,1.40E+01,,
188,2.00E+01,4.42E-01,,
189,2.08E+00,4.22E+00,,
190,1.51E+00,5.81E+00,,
191,1.63E+01,5.36E-01,,
192,6.53E+00,1.33E+00,,
193,5.30E+00,1.63E+00,,
194,4.69E-01,1.84E+01,,
195,1.77E+00,4.85E+00,,
196,5.89E+00,1.46E+00,,
197,2.91E+00,2.94E+00,,
198,8.95E-01,9.52E+00,,
199,7.68E-01,1.11E+01,,
200,1.05E+01,8.15E-01,,
201,7.19E-01,1.18E+01,,
202,3.05E-01,2.78E+01,,
203,1.23E+01,6.87E-01,,
204,5.67E-01,1.49E+01,,
205,5.30E+00,1.60E+00,,
206,3.03E-01,2.78E+01,,
207,1.06E+01,7.97E-01,,
208,5.05E+00,1.67E+00,,
209,2.60E+00,3.24E+00,,
210,1.46E+01,5.73E-01,,
211,1.65E+00,5.08E+00,,
212,1.84E+00,4.55E+00,,
213,6.38E-01,1.30E+01,,
214,9.83E-01,8.44E+00,,
215,3.56E+00,2.33E+00,,
216,6.35E-01,1.30E+01,,
217,1.97E+00,4.15E+00,,
218,5.35E+00,1.53E+00,,
219,5.28E-01,1.55E+01,,
220,1.22E+01,6.72E-01,,
221,1.63E+01,5.01E-01,,
222,1.70E+01,4.79E-01,,
223,5.45E-01,1.49E+01,,
224,2.60E+00,3.13E+00,,
225,3.23E+00,2.51E+00,,
226,7.59E+00,1.07E+00,,
227,1.23E+01,6.57E-01,,
228,8.87E+00,9.11E-01,,
229,5.60E+00,1.44E+00,,
230,1.09E+01,7.39E-01,,
231,8.76E-01,9.20E+00,,
232,4.92E+00,1.63E+00,,
233,2.68E+00,2.99E+00,,
234,1.36E+00,5.85E+00,,
235,4.00E+00,1.99E+00,,
236,1.56E+01,5.11E-01,,
237,1.29E+01,6.14E-01,,
238,2.14E+00,3.69E+00,,
239,1.35E+01,5.82E-01,,
240,4.92E+00,1.60E+00,,
241,6.63E-01,1.19E+01,,
242,7.07E-01,1.10E+01,,
243,1.63E+01,4.79E-01,,
244,2.54E+00,3.07E+00,,
245,3.09E+00,2.52E+00,,
246,1.14E+00,6.80E+00,,
247,2.27E+00,3.42E+00,,
248,4.25E+00,1.82E+00,,
249,1.20E+00,6.43E+00,,
250,6.34E+00,1.21E+00,,
251,4.67E-01,1.64E+01,,
252,9.55E-01,8.01E+00,,
253,8.13E+00,9.36E-01,,
254,9.50E-01,8.01E+00,,
255,5.22E+00,1.46E+00,,
256,2.28E+01,3.33E-01,,
257,6.99E+00,1.09E+00,,
258,2.49E+00,3.05E+00,,
259,1.12E+00,6.80E+00,,
260,2.25E+00,3.37E+00,,
261,8.68E-01,8.73E+00,,
262,1.30E+01,5.82E-01,,
263,1.27E+01,5.95E-01,,
264,4.45E+00,1.70E+00,,
265,9.69E+00,7.80E-01,,
266,1.77E+00,4.27E+00,,
267,3.60E-01,2.09E+01,,
268,8.87E+00,8.48E-01,,
269,2.62E+00,2.87E+00,,
270,2.16E+00,3.47E+00,,
271,1.29E+01,5.76E-01,,
272,1.02E+01,7.27E-01,,
273,1.11E+01,6.72E-01,,
274,4.42E+00,1.68E+00,,
275,1.21E+01,6.14E-01,,
276,4.42E+00,1.66E+00,,
277,5.45E+00,1.34E+00,,
278,7.31E+00,9.99E-01,,
279,1.09E+01,6.67E-01,,
280,1.07E+00,6.80E+00,,
281,9.62E-01,7.58E+00,,
282,1.17E+00,6.20E+00,,
283,4.78E+00,1.50E+00,,
284,7.31E+00,9.81E-01,,
285,1.18E+00,6.06E+00,,
286,1.24E+01,5.76E-01,,
287,1.11E+00,6.42E+00,,
288,1.05E+00,6.80E+00,,
289,5.77E-01,1.24E+01,,
290,1.11E+01,6.42E-01,,
291,5.51E+00,1.29E+00,,
292,8.75E-01,8.08E+00,,
293,1.38E+00,5.11E+00,,
294,2.15E+01,3.29E-01,,
295,9.34E-01,7.54E+00,,
296,2.04E+00,3.46E+00,,
297,4.78E+00,1.46E+00,,
298,5.95E+00,1.15E+00,,
299,3.90E-01,1.75E+01,,
300,6.31E+00,1.08E+00,,
301,5.36E-01,1.26E+01,,
302,5.87E+00,1.15E+00,,
303,1.69E+00,3.99E+00,,
304,3.93E+00,1.71E+00,,
305,3.50E-01,1.92E+01,,
306,6.14E+00,1.10E+00,,
307,3.23E+00,2.07E+00,,
308,1.07E+00,6.27E+00,,
309,2.23E+00,2.99E+00,,
310,8.39E-01,7.94E+00,,
311,1.17E+00,5.66E+00,,
312,1.63E+01,4.04E-01,,
313,8.20E-01,8.01E+00,,
314,9.40E+00,6.95E-01,,
315,2.12E+00,3.06E+00,,
316,1.07E+00,6.09E+00,,
317,8.76E+00,7.40E-01,,
318,5.84E-01,1.11E+01,,
319,1.57E+00,4.13E+00,,
320,3.16E+00,2.04E+00,,
321,2.11E+01,3.02E-01,,
322,1.11E+01,5.69E-01,,
323,1.91E+00,3.30E+00,,
324,7.86E-01,8.01E+00,,
325,2.14E+00,2.94E+00,,
326,8.39E-01,7.49E+00,,
327,1.08E+01,5.82E-01,,
328,5.89E+00,1.06E+00,,
329,1.02E+01,6.14E-01,,
330,3.90E-01,1.60E+01,,
331,9.05E-01,6.85E+00,,
332,2.71E+00,2.29E+00,,
333,2.94E-01,2.09E+01,,
334,4.72E-01,1.30E+01,,
335,8.10E+00,7.56E-01,,
336,2.62E+00,2.32E+00,,
337,3.56E-01,1.71E+01,,
338,2.25E+00,2.70E+00,,
339,9.62E-01,6.25E+00,,
340,3.65E+00,1.63E+00,,
341,3.82E+00,1.56E+00,,
342,3.56E+00,1.67E+00,,
343,2.28E+01,2.60E-01,,
344,2.58E+00,2.29E+00,,
345,3.56E-01,1.65E+01,,
346,5.36E-01,1.09E+01,,
347,4.57E+00,1.27E+00,,
348,9.50E-01,6.11E+00,,
349,3.33E+00,1.73E+00,,
350,6.43E-01,8.97E+00,,
351,4.48E+00,1.28E+00,,
352,1.00E+01,5.69E-01,,
353,2.22E+00,2.56E+00,,
354,2.15E+01,2.64E-01,,
355,2.33E+00,2.43E+00,,
356,1.18E+00,4.80E+00,,
357,2.80E-01,2.02E+01,,
358,9.52E-01,5.92E+00,,
359,9.16E+00,6.14E-01,,
360,1.08E+01,5.18E-01,,
361,9.30E+00,6.03E-01,,
362,2.62E+00,2.14E+00,,
363,4.22E-01,1.32E+01,,
364,9.33E-01,5.97E+00,,
365,1.07E+01,5.18E-01,,
366,2.65E-01,2.09E+01,,
367,3.19E+00,1.73E+00,,
368,1.36E+01,4.07E-01,,
369,1.51E+00,3.64E+00,,
370,8.82E+00,6.22E-01,,
371,1.59E+00,3.43E+00,,
372,1.18E+00,4.63E+00,,
373,9.69E+00,5.63E-01,,
374,8.06E+00,6.72E-01,,
375,2.16E+01,2.51E-01,,
376,4.15E+00,1.29E+00,,
377,1.01E+00,5.31E+00,,
378,4.15E+00,1.29E+00,,
379,7.07E-01,7.58E+00,,
380,1.05E+01,5.11E-01,,
381,7.07E+00,7.56E-01,,
382,1.54E+00,3.46E+00,,
383,1.30E+00,4.12E+00,,
384,5.89E+00,9.07E-01,,
385,1.09E+01,4.88E-01,,
386,3.93E+00,1.35E+00,,
387,1.00E+00,5.31E+00,,
388,1.16E+00,4.55E+00,,
389,9.02E-01,5.85E+00,,
390,4.81E+00,1.10E+00,,
391,8.87E+00,5.94E-01,,
392,4.29E+00,1.23E+00,,
393,4.59E-01,1.15E+01,,
394,1.03E+00,5.11E+00,,
395,7.75E-01,6.71E+00,,
396,1.73E+00,2.99E+00,,
397,2.56E-01,2.02E+01,,
398,2.98E+00,1.74E+00,,
399,5.52E+00,9.36E-01,,
400,4.48E+00,1.15E+00,,
401,4.05E+00,1.27E+00,,
402,2.25E+00,2.28E+00,,
403,8.61E-01,5.97E+00,,
404,3.29E+00,1.56E+00,,
405,3.42E-01,1.49E+01,,
406,9.27E-01,5.51E+00,,
407,3.57E-01,1.43E+01,,
408,2.16E+01,2.36E-01,,
409,4.63E+00,1.10E+00,,
410,1.69E+01,3.01E-01,,
411,1.69E+01,3.01E-01,,
412,3.77E+00,1.34E+00,,
413,1.11E+00,4.56E+00,,
414,7.75E-01,6.52E+00,,
415,1.14E+01,4.42E-01,,
416,3.39E+00,1.49E+00,,
417,1.14E+01,4.42E-01,,
418,3.50E-01,1.44E+01,,
419,4.53E-01,1.11E+01,,
420,5.27E-01,9.52E+00,,
421,3.39E+00,1.48E+00,,
422,8.60E+00,5.82E-01,,
423,4.82E+00,1.04E+00,,
424,8.82E+00,5.67E-01,,
425,8.16E+00,6.12E-01,,
426,3.49E-01,1.43E+01,,
427,8.87E+00,5.63E-01,,
428,2.05E+00,2.43E+00,,
429,9.04E-01,5.51E+00,,
430,5.55E-01,8.97E+00,,
431,5.51E+00,9.01E-01,,
432,1.94E+00,2.56E+00,,
433,6.56E-01,7.54E+00,,
434,8.21E+00,6.03E-01,,
435,8.87E+00,5.58E-01,,
436,1.77E+00,2.77E+00,,
437,1.81E+00,2.70E+00,,
438,3.65E+00,1.33E+00,,
439,2.62E+00,1.86E+00,,
440,8.16E+00,5.94E-01,,
441,5.55E-01,8.73E+00,,
442,9.47E+00,5.11E-01,,
443,4.43E+00,1.09E+00,,
444,8.30E+00,5.82E-01,,
445,3.93E+00,1.23E+00,,
446,2.89E+00,1.66E+00,,
447,2.35E+00,2.04E+00,,
448,1.20E+00,3.99E+00,,
449,1.57E+00,3.04E+00,,
450,2.14E+00,2.23E+00,,
451,3.70E+00,1.29E+00,,
452,2.60E+00,1.84E+00,,
453,1.63E+01,2.93E-01,,
454,5.30E+00,9.01E-01,,
455,4.36E+00,1.09E+00,,
456,1.87E+00,2.54E+00,,
457,9.31E+00,5.11E-01,,
458,4.58E+00,1.04E+00,,
459,1.11E+01,4.29E-01,,
460,1.12E+01,4.24E-01,,
461,9.50E-01,4.99E+00,,
462,1.14E+00,4.15E+00,,
463,4.31E+00,1.10E+00,,
464,1.13E+00,4.15E+00,,
465,6.31E+00,7.46E-01,,
466,1.54E+00,3.06E+00,,
467,3.04E+00,1.54E+00,,
468,4.27E-01,1.10E+01,,
469,4.23E-01,1.11E+01,,
470,2.62E+00,1.79E+00,,
471,1.12E+01,4.19E-01,,
472,7.45E-01,6.27E+00,,
473,3.61E+00,1.29E+00,,
474,4.46E+00,1.04E+00,,
475,4.24E+00,1.10E+00,,
476,2.98E+00,1.56E+00,,
477,3.85E+00,1.21E+00,,
478,4.56E+00,1.01E+00,,
479,3.78E+00,1.21E+00,,
480,1.63E+01,2.79E-01,,
481,2.16E+00,2.11E+00,,
482,4.67E-01,9.73E+00,,
483,6.63E-01,6.85E+00,,
484,4.67E-01,9.72E+00,,
485,7.45E-01,6.08E+00,,
486,4.33E+00,1.04E+00,,
487,5.97E+00,7.56E-01,,
488,1.12E+00,3.99E+00,,
489,8.06E+00,5.55E-01,,
490,1.47E+00,3.04E+00,,
491,1.22E+00,3.64E+00,,
492,1.86E+00,2.39E+00,,
493,2.16E+00,2.04E+00,,
494,1.85E+00,2.39E+00,,
495,4.02E+00,1.10E+00,,
496,4.69E-01,9.38E+00,,
497,4.70E+00,9.36E-01,,
498,1.87E+00,2.35E+00,,
499,4.56E+00,9.62E-01,,
500,8.76E+00,5.01E-01,,
