Rererence,Height,Width,StripWidth,
167,1.80E+00,6.78E+00,,
168,6.00E+00,2.02E+00,,
169,4.32E+00,2.80E+00,,
170,5.97E+00,2.02E+00,,
171,7.44E+00,1.62E+00,,
172,4.90E+00,2.45E+00,,
173,1.73E+01,6.92E-01,,
174,1.15E+01,1.04E+00,,
175,1.44E+00,8.26E+00,,
176,2.67E+00,4.47E+00,,
177,3.62E+00,3.29E+00,,
178,1.87E+01,6.34E-01,,
179,9.73E+00,1.22E+00,,
180,4.92E-01,2.41E+01,,
181,1.39E+00,8.51E+00,,
182,2.18E+01,5.38E-01,,
183,2.29E+00,5.12E+00,,
184,8.27E+00,1.41E+00,,
185,1.39E+01,8.38E-01,,
186,3.95E+00,2.95E+00,,
187,2.17E+01,5.38E-01,,
188,1.53E+01,7.60E-01,,
189,5.66E+00,2.04E+00,,
190,2.85E+00,4.05E+00,,
191,1.27E+01,9.07E-01,,
192,5.07E-01,2.27E+01,,
193,1.64E+00,7.01E+00,,
194,8.27E+00,1.38E+00,,
195,2.91E+00,3.91E+00,,
196,3.56E+00,3.18E+00,,
197,1.28E+00,8.89E+00,,
198,1.11E+00,1.02E+01,,
199,1.62E+01,6.99E-01,,
200,2.14E+00,5.26E+00,,
201,1.96E+00,5.72E+00,,
202,1.18E+00,9.48E+00,,
203,6.14E+00,1.81E+00,,
204,1.08E+01,1.02E+00,,
205,2.66E+00,4.16E+00,,
206,6.11E+00,1.81E+00,,
207,3.97E+00,2.78E+00,,
208,6.67E+00,1.65E+00,,
209,1.93E+00,5.68E+00,,
210,4.56E-01,2.41E+01,,
211,2.40E+00,4.56E+00,,
212,8.11E-01,1.35E+01,,
213,2.25E+00,4.84E+00,,
214,6.09E-01,1.78E+01,,
215,6.07E+00,1.78E+00,,
216,1.63E+01,6.59E-01,,
217,1.97E+01,5.43E-01,,
218,4.44E+00,2.40E+00,,
219,1.37E+00,7.75E+00,,
220,3.16E+00,3.35E+00,,
221,8.66E-01,1.21E+01,,
222,5.78E+00,1.80E+00,,
223,1.14E+00,9.10E+00,,
224,2.25E+00,4.62E+00,,
225,1.60E+01,6.49E-01,,
226,1.98E+00,5.23E+00,,
227,1.22E+01,8.46E-01,,
228,1.96E+00,5.26E+00,,
229,2.18E+00,4.74E+00,,
230,5.24E+00,1.96E+00,,
231,2.21E+00,4.62E+00,,
232,1.10E+01,9.27E-01,,
233,8.85E-01,1.15E+01,,
234,9.25E-01,1.10E+01,,
235,3.07E+01,3.31E-01,,
236,1.18E+01,8.61E-01,,
237,2.30E+01,4.40E-01,,
238,8.96E-01,1.13E+01,,
239,1.64E+00,6.15E+00,,
240,2.20E+00,4.57E+00,,
241,7.34E-01,1.37E+01,,
242,1.16E+00,8.69E+00,,
243,1.48E+00,6.78E+00,,
244,8.14E-01,1.22E+01,,
245,1.24E+00,7.98E+00,,
246,1.81E+00,5.48E+00,,
247,2.82E+00,3.51E+00,,
248,1.53E+01,6.49E-01,,
249,9.91E+00,9.98E-01,,
250,9.65E-01,1.02E+01,,
251,4.43E+00,2.22E+00,,
252,1.35E+00,7.23E+00,,
253,3.07E+01,3.18E-01,,
254,1.90E+01,5.12E-01,,
255,7.11E+00,1.36E+00,,
256,1.42E+00,6.80E+00,,
257,1.24E+00,7.77E+00,,
258,8.14E-01,1.18E+01,,
259,4.44E+00,2.17E+00,,
260,9.35E+00,1.02E+00,,
261,1.38E+00,6.88E+00,,
262,1.41E+00,6.67E+00,,
263,1.55E+00,6.05E+00,,
264,2.29E+00,4.09E+00,,
265,1.21E+00,7.75E+00,,
266,3.89E-01,2.41E+01,,
267,1.16E+00,8.09E+00,,
268,2.05E+00,4.56E+00,,
269,4.98E+00,1.87E+00,,
270,4.47E-01,2.08E+01,,
271,1.37E+00,6.78E+00,,
272,1.06E+01,8.61E-01,,
273,9.42E+00,9.71E-01,,
274,8.96E-01,1.01E+01,,
275,4.46E-01,2.02E+01,,
276,8.27E+00,1.09E+00,,
277,1.92E+01,4.66E-01,,
278,1.70E+00,5.26E+00,,
279,1.69E+00,5.26E+00,,
280,1.39E+01,6.39E-01,,
281,1.29E+01,6.91E-01,,
282,3.69E-01,2.41E+01,,
283,9.97E-01,8.89E+00,,
284,1.17E+00,7.60E+00,,
285,9.38E+00,9.45E-01,,
286,1.92E+01,4.60E-01,,
287,5.66E+00,1.56E+00,,
288,7.25E-01,1.21E+01,,
289,8.27E+00,1.06E+00,,
290,8.85E-01,9.86E+00,,
291,1.65E+00,5.29E+00,,
292,3.08E-01,2.82E+01,,
293,8.27E+00,1.05E+00,,
294,4.05E-01,2.14E+01,,
295,1.92E+01,4.51E-01,,
296,5.66E+00,1.53E+00,,
297,9.52E+00,9.07E-01,,
298,5.14E+00,1.68E+00,,
299,7.11E+00,1.21E+00,,
300,9.78E+00,8.82E-01,,
301,7.34E-01,1.17E+01,,
302,1.82E+01,4.69E-01,,
303,1.96E+00,4.36E+00,,
304,8.31E+00,1.02E+00,,
305,6.70E-01,1.27E+01,,
306,1.72E+01,4.94E-01,,
307,3.96E-01,2.14E+01,,
308,1.20E+00,7.08E+00,,
309,2.91E+00,2.90E+00,,
310,3.50E-01,2.41E+01,,
311,2.58E+00,3.27E+00,,
312,8.27E+00,1.02E+00,,
313,1.16E+00,7.28E+00,,
314,1.99E+01,4.23E-01,,
315,1.10E+01,7.63E-01,,
316,6.23E-01,1.35E+01,,
317,1.41E+00,5.95E+00,,
318,9.38E+00,8.94E-01,,
319,7.11E+00,1.18E+00,,
320,1.29E+00,6.46E+00,,
321,8.27E+00,1.01E+00,,
322,3.46E-01,2.41E+01,,
323,2.95E-01,2.82E+01,,
324,8.27E+00,1.00E+00,,
325,1.41E+00,5.90E+00,,
326,8.27E+00,1.00E+00,,
327,1.59E+00,5.23E+00,,
328,1.83E+01,4.52E-01,,
329,1.08E+00,7.60E+00,,
330,1.17E+00,6.99E+00,,
331,2.91E+00,2.81E+00,,
332,1.24E+01,6.59E-01,,
333,1.45E+00,5.64E+00,,
334,2.86E+00,2.85E+00,,
335,4.03E+00,2.02E+00,,
336,1.42E+00,5.72E+00,,
337,2.47E+01,3.27E-01,,
338,1.20E+01,6.72E-01,,
339,8.10E+00,9.98E-01,,
340,1.85E+00,4.36E+00,,
341,2.52E+01,3.20E-01,,
342,1.16E+00,6.90E+00,,
343,1.39E+01,5.77E-01,,
344,6.46E-01,1.24E+01,,
345,1.93E+00,4.14E+00,,
346,1.39E+01,5.75E-01,,
347,8.02E+00,9.98E-01,,
348,2.27E+00,3.51E+00,,
349,1.93E+01,4.12E-01,,
350,3.30E-01,2.41E+01,,
351,4.10E+00,1.93E+00,,
352,1.47E+01,5.39E-01,,
353,7.19E-01,1.10E+01,,
354,9.78E+00,8.08E-01,,
355,1.25E+00,6.30E+00,,
356,8.70E+00,9.06E-01,,
357,1.61E+01,4.88E-01,,
358,1.95E+01,4.03E-01,,
359,1.92E+01,4.08E-01,,
360,1.48E+00,5.28E+00,,
361,4.46E-01,1.75E+01,,
362,1.41E+00,5.54E+00,,
363,6.29E-01,1.24E+01,,
364,7.63E-01,1.02E+01,,
365,1.43E+01,5.46E-01,,
366,6.05E+00,1.29E+00,,
367,2.72E+00,2.85E+00,,
368,1.45E+00,5.37E+00,,
369,8.70E-01,8.90E+00,,
370,1.64E+01,4.73E-01,,
371,9.85E-01,7.85E+00,,
372,2.70E+00,2.85E+00,,
373,2.53E+01,3.05E-01,,
374,4.20E+00,1.83E+00,,
375,2.67E+00,2.88E+00,,
376,4.03E-01,1.90E+01,,
377,5.12E+00,1.50E+00,,
378,1.16E+00,6.58E+00,,
379,2.91E+00,2.63E+00,,
380,5.58E+00,1.37E+00,,
381,3.18E-01,2.41E+01,,
382,9.38E+00,8.14E-01,,
383,8.70E+00,8.78E-01,,
384,1.45E+00,5.26E+00,,
385,5.07E-01,1.51E+01,,
386,6.70E-01,1.14E+01,,
387,3.17E-01,2.41E+01,,
388,1.39E+01,5.47E-01,,
389,5.92E+00,1.29E+00,,
390,1.17E+00,6.48E+00,,
391,2.47E+01,3.07E-01,,
392,1.79E+01,4.23E-01,,
393,4.47E-01,1.69E+01,,
394,9.95E+00,7.60E-01,,
395,5.61E-01,1.35E+01,,
396,2.00E+00,3.78E+00,,
397,8.27E+00,9.14E-01,,
398,4.13E+00,1.83E+00,,
399,1.48E+00,5.09E+00,,
400,5.82E+00,1.30E+00,,
401,3.34E+00,2.26E+00,,
402,4.03E-01,1.87E+01,,
403,6.46E-01,1.17E+01,,
404,8.84E-01,8.51E+00,,
405,7.93E-01,9.48E+00,,
406,3.34E+00,2.25E+00,,
407,2.53E+01,2.96E-01,,
408,8.51E-01,8.80E+00,,
409,1.02E+00,7.30E+00,,
410,1.79E+00,4.16E+00,,
411,9.49E-01,7.85E+00,,
412,1.05E+00,7.08E+00,,
413,1.64E+01,4.52E-01,,
414,6.74E-01,1.10E+01,,
415,4.41E+00,1.68E+00,,
416,1.62E+01,4.58E-01,,
417,9.74E-01,7.60E+00,,
418,8.70E-01,8.50E+00,,
419,8.33E+00,8.88E-01,,
420,7.41E+00,9.98E-01,,
421,8.27E+00,8.94E-01,,
422,5.42E+00,1.36E+00,,
423,2.80E+00,2.63E+00,,
424,4.98E+00,1.48E+00,,
425,4.38E+00,1.68E+00,,
426,3.06E-01,2.41E+01,,
427,2.29E+00,3.21E+00,,
428,3.05E-01,2.41E+01,,
429,1.35E+00,5.45E+00,,
430,1.39E+00,5.29E+00,,
431,8.27E+00,8.86E-01,,
432,1.82E+01,4.03E-01,,
433,6.29E-01,1.16E+01,,
434,2.78E+00,2.63E+00,,
435,8.27E+00,8.84E-01,,
436,1.29E+00,5.65E+00,,
437,6.86E-01,1.07E+01,,
438,1.25E+00,5.82E+00,,
439,2.67E+00,2.73E+00,,
440,4.86E+00,1.50E+00,,
441,5.39E-01,1.35E+01,,
442,2.91E+00,2.49E+00,,
443,3.01E-01,2.41E+01,,
444,1.12E+01,6.38E-01,,
445,7.50E-01,9.48E+00,,
446,6.14E-01,1.14E+01,,
447,1.44E+00,4.74E+00,,
448,9.60E+00,6.99E-01,,
449,2.23E+00,2.92E+00,,
450,1.79E+01,3.59E-01,,
451,2.48E+00,2.57E+00,,
452,1.42E+00,4.33E+00,,
453,8.77E+00,6.84E-01,,
454,2.13E+00,2.79E+00,,
455,8.76E+00,6.78E-01,,
456,1.17E+00,4.98E+00,,
457,4.10E+00,1.42E+00,,
458,6.14E-01,9.48E+00,,
459,6.40E+00,9.07E-01,,
460,1.13E+01,5.12E-01,,
461,8.40E+00,6.78E-01,,
462,1.17E+00,4.86E+00,,
463,6.86E-01,8.27E+00,,
464,1.55E+00,3.65E+00,,
465,1.17E+00,4.81E+00,,
466,1.10E+01,5.12E-01,,
467,6.03E-01,9.26E+00,,
468,1.12E+00,4.98E+00,,
469,1.55E+00,3.58E+00,,
470,1.08E+01,5.12E-01,,
471,9.36E-01,5.89E+00,,
472,8.60E+00,6.38E-01,,
473,2.48E+00,2.17E+00,,
474,8.77E+00,6.13E-01,,
475,8.27E+00,6.50E-01,,
476,1.51E+00,3.51E+00,,
477,1.79E+01,2.79E-01,,
478,4.31E-01,1.14E+01,,
479,8.97E-01,5.48E+00,,
480,9.59E+00,5.12E-01,,
481,1.97E+01,2.49E-01,,
482,1.01E+00,4.74E+00,,
483,1.71E+00,2.79E+00,,
484,1.81E+01,2.63E-01,,
485,6.78E+00,6.99E-01,,
486,6.03E-01,7.85E+00,,
487,3.15E+00,1.50E+00,,
488,1.22E+01,3.84E-01,,
489,6.17E-01,7.60E+00,,
490,6.13E-01,7.60E+00,,
491,7.79E-01,5.89E+00,,
492,1.30E+00,3.51E+00,,
493,1.97E+01,2.32E-01,,
494,5.19E-01,8.80E+00,,
495,1.22E+01,3.72E-01,,
496,1.81E+01,2.49E-01,,
497,2.98E+00,1.50E+00,,
498,1.42E+00,3.12E+00,,
499,9.76E+00,4.53E-01,,
500,6.86E-01,6.44E+00,,
