Reference,Height,Width,StripWidth,,,,,,
54,2.00E+01,1.59E+00,,,,,,,
55,2.89E+00,1.09E+01,,,,,,,
56,4.73E+00,6.65E+00,,,,,,,
57,1.26E+00,2.49E+01,,,,,,,
58,1.23E+01,2.54E+00,,,,,,,
59,5.70E+00,5.46E+00,,,,,,,
60,8.88E+00,3.48E+00,,,,,,,
61,7.08E+00,4.37E+00,,,,,,,
62,2.39E+00,1.28E+01,,,,,,,
63,1.01E+01,2.93E+00,,,,,,,
64,2.92E+01,1.01E+00,,,,,,,
65,1.23E+01,2.38E+00,,,,,,,
66,1.32E+01,2.21E+00,,,,,,,
67,2.66E+00,1.09E+01,,,,,,,
68,8.52E+00,3.39E+00,,,,,,,
69,7.19E+00,4.01E+00,,,,,,,
70,6.33E+00,4.51E+00,,,,,,,
71,7.95E+00,3.58E+00,,,,,,,
72,4.46E+00,6.34E+00,,,,,,,
73,9.44E-01,2.98E+01,,,,,,,
74,2.87E+00,9.77E+00,,,,,,,
75,1.08E+00,2.58E+01,,,,,,,
76,5.75E-01,4.81E+01,,,,,,,
77,9.32E+00,2.93E+00,,,,,,,
78,1.36E+00,2.01E+01,,,,,,,
79,8.78E-01,3.10E+01,,,,,,,
80,1.79E+01,1.51E+00,,,,,,,
81,6.67E-01,4.04E+01,,,,,,,
82,4.64E+00,5.79E+00,,,,,,,
83,3.12E+00,8.57E+00,,,,,,,
84,1.99E+00,1.34E+01,,,,,,,
85,9.75E+00,2.70E+00,,,,,,,
86,1.08E+00,2.40E+01,,,,,,,
87,1.51E+00,1.71E+01,,,,,,,
88,1.79E+01,1.42E+00,,,,,,,
89,1.23E+01,2.06E+00,,,,,,,
90,1.77E+01,1.43E+00,,,,,,,
91,3.13E+00,8.04E+00,,,,,,,
92,3.21E+00,7.79E+00,,,,,,,
93,5.31E+00,4.67E+00,,,,,,,
94,2.27E+00,1.08E+01,,,,,,,
95,5.07E-01,4.81E+01,,,,,,,
96,5.37E+00,4.52E+00,,,,,,,
97,5.86E+00,4.14E+00,,,,,,,
98,1.20E+01,2.02E+00,,,,,,,
99,2.45E+00,9.84E+00,,,,,,,
100,1.56E+00,1.55E+01,,,,,,,
101,1.63E+00,1.47E+01,,,,,,,
102,3.37E+00,7.07E+00,,,,,,,
103,3.21E+01,7.40E-01,,,,,,,
104,6.42E+00,3.68E+00,,,,,,,
105,7.95E+00,2.95E+00,,,,,,,
106,2.16E+00,1.08E+01,,,,,,,
107,2.65E+00,8.83E+00,,,,,,,
108,1.04E+00,2.24E+01,,,,,,,
109,6.53E-01,3.58E+01,,,,,,,
110,4.56E+00,5.11E+00,,,,,,,
111,1.99E+00,1.17E+01,,,,,,,
112,1.74E+00,1.33E+01,,,,,,,
113,1.54E+01,1.48E+00,,,,,,,
114,5.20E+00,4.37E+00,,,,,,,
115,5.28E+00,4.27E+00,,,,,,,
116,3.27E+00,6.89E+00,,,,,,,
117,1.56E+00,1.44E+01,,,,,,,
118,1.14E+01,1.97E+00,,,,,,,
119,3.88E+00,5.77E+00,,,,,,,
120,5.05E-01,4.41E+01,,,,,,,
121,3.12E+00,7.13E+00,,,,,,,
122,1.23E+01,1.81E+00,,,,,,,
123,1.70E+00,1.30E+01,,,,,,,
124,6.17E+00,3.56E+00,,,,,,,
125,2.72E+00,8.04E+00,,,,,,,
126,6.11E+00,3.56E+00,,,,,,,
127,1.56E+00,1.39E+01,,,,,,,
128,6.09E+00,3.55E+00,,,,,,,
129,6.03E-01,3.58E+01,,,,,,,
130,2.19E+00,9.84E+00,,,,,,,
131,1.97E+00,1.09E+01,,,,,,,
132,1.56E+00,1.36E+01,,,,,,,
133,3.56E+00,5.99E+00,,,,,,,
134,1.77E+01,1.20E+00,,,,,,,
135,1.99E+00,1.06E+01,,,,,,,
136,1.14E+01,1.83E+00,,,,,,,
137,4.41E+01,4.71E-01,,,,,,,
138,3.65E+00,5.65E+00,,,,,,,
139,2.65E+00,7.79E+00,,,,,,,
140,5.74E-01,3.58E+01,,,,,,,
141,5.08E+00,4.01E+00,,,,,,,
142,5.70E-01,3.58E+01,,,,,,,
143,3.65E+00,5.57E+00,,,,,,,
144,6.09E+00,3.33E+00,,,,,,,
145,6.60E+00,3.05E+00,,,,,,,
146,4.73E+00,4.26E+00,,,,,,,
147,6.55E+00,3.05E+00,,,,,,,
148,5.86E+00,3.41E+00,,,,,,,
149,1.23E+01,1.62E+00,,,,,,,
150,4.41E+01,4.50E-01,,,,,,,
151,2.30E+01,8.60E-01,,,,,,,
152,1.25E+01,1.57E+00,,,,,,,
153,1.26E+00,1.55E+01,,,,,,,
154,2.94E+00,6.65E+00,,,,,,,
155,5.86E+00,3.33E+00,,,,,,,
156,1.23E+01,1.59E+00,,,,,,,
157,2.91E+00,6.65E+00,,,,,,,
158,1.78E+00,1.09E+01,,,,,,,
159,4.75E-01,4.04E+01,,,,,,,
160,6.42E-01,2.98E+01,,,,,,,
161,2.92E+01,6.55E-01,,,,,,,
162,1.32E+01,1.44E+00,,,,,,,
163,1.17E+00,1.62E+01,,,,,,,
164,1.73E+00,1.09E+01,,,,,,,
165,1.04E+00,1.80E+01,,,,,,,
166,7.17E+00,2.62E+00,,,,,,,
167,1.18E+01,1.59E+00,,,,,,,
168,1.17E+01,1.60E+00,,,,,,,
169,1.77E+01,1.06E+00,,,,,,,
170,2.92E+01,6.42E-01,,,,,,,
171,1.70E+00,1.10E+01,,,,,,,
172,3.09E+00,6.04E+00,,,,,,,
173,5.37E+00,3.47E+00,,,,,,,
174,6.12E+00,3.04E+00,,,,,,,
175,1.74E+00,1.07E+01,,,,,,,
176,5.04E+00,3.68E+00,,,,,,,
177,4.56E+00,4.07E+00,,,,,,,
178,1.24E+01,1.49E+00,,,,,,,
179,1.77E+00,1.05E+01,,,,,,,
180,1.25E+01,1.48E+00,,,,,,,
181,7.63E-01,2.40E+01,,,,,,,
182,8.40E+00,2.18E+00,,,,,,,
183,1.24E+00,1.47E+01,,,,,,,
184,6.96E+00,2.61E+00,,,,,,,
185,2.11E+01,8.60E-01,,,,,,,
186,1.24E+01,1.46E+00,,,,,,,
187,2.04E+00,8.83E+00,,,,,,,
188,6.12E+00,2.95E+00,,,,,,,
189,1.11E+00,1.62E+01,,,,,,,
190,7.95E+00,2.26E+00,,,,,,,
191,2.82E+00,6.34E+00,,,,,,,
192,2.49E+00,7.07E+00,,,,,,,
193,4.08E+00,4.27E+00,,,,,,,
194,3.09E+00,5.63E+00,,,,,,,
195,5.59E-01,3.10E+01,,,,,,,
196,1.56E+00,1.10E+01,,,,,,,
197,5.55E-01,3.10E+01,,,,,,,
198,1.17E+01,1.45E+00,,,,,,,
199,1.24E+01,1.37E+00,,,,,,,
200,1.77E+00,9.61E+00,,,,,,,
,,,,,,,,,
,,,,,,,,,
