Rererence,Height,Width,StripWidth,
113,1.18E+01,1.49E+00,,
114,6.78E+00,2.58E+00,,
115,1.83E+00,9.50E+00,,
116,7.90E+00,2.19E+00,,
117,7.09E+00,2.43E+00,,
118,6.94E+00,2.48E+00,,
119,2.81E+00,6.10E+00,,
120,1.91E+00,8.82E+00,,
121,6.60E+00,2.55E+00,,
122,6.73E+00,2.49E+00,,
123,1.76E+00,9.49E+00,,
124,4.66E+00,3.56E+00,,
125,2.62E+00,6.26E+00,,
126,6.38E+00,2.57E+00,,
127,2.72E+00,6.00E+00,,
128,8.55E+00,1.90E+00,,
129,6.55E+00,2.48E+00,,
130,1.96E+00,8.26E+00,,
131,1.91E+01,8.47E-01,,
132,3.09E+00,5.15E+00,,
133,1.34E+01,1.19E+00,,
134,2.25E+00,7.06E+00,,
135,1.96E+01,8.10E-01,,
136,9.38E+00,1.68E+00,,
137,6.14E+00,2.55E+00,,
138,1.19E+01,1.31E+00,,
139,8.19E+00,1.91E+00,,
140,1.42E+01,1.09E+00,,
141,5.24E+00,2.93E+00,,
142,1.88E+01,8.16E-01,,
143,3.34E+00,4.59E+00,,
144,2.11E+00,7.25E+00,,
145,1.97E+01,7.70E-01,,
146,1.53E+01,9.91E-01,,
147,5.00E+00,3.03E+00,,
148,5.35E+00,2.83E+00,,
149,5.11E+00,2.96E+00,,
150,1.08E+01,1.39E+00,,
151,1.64E+01,9.14E-01,,
152,1.19E+01,1.26E+00,,
153,3.73E+00,4.02E+00,,
154,3.72E+00,4.02E+00,,
155,3.69E+00,4.05E+00,,
156,2.65E+00,5.62E+00,,
157,3.13E+00,4.76E+00,,
158,8.19E+00,1.82E+00,,
159,9.81E+00,1.50E+00,,
160,2.04E+00,7.22E+00,,
161,7.42E+00,1.97E+00,,
162,6.51E+00,2.23E+00,,
163,7.66E+00,1.88E+00,,
164,3.02E+00,4.76E+00,,
165,1.68E+00,8.55E+00,,
166,1.92E+01,7.45E-01,,
167,2.21E+00,6.48E+00,,
168,2.57E+01,5.53E-01,,
169,1.88E+01,7.55E-01,,
170,8.42E+00,1.69E+00,,
171,2.07E+01,6.85E-01,,
172,4.60E+00,3.06E+00,,
173,2.15E+00,6.54E+00,,
174,2.61E+01,5.39E-01,,
175,1.81E+01,7.76E-01,,
176,1.58E+01,8.90E-01,,
177,1.41E+00,9.91E+00,,
178,8.75E-01,1.60E+01,,
179,5.85E+00,2.38E+00,,
180,1.77E+00,7.83E+00,,
181,1.29E+01,1.08E+00,,
182,2.57E+01,5.39E-01,,
183,1.40E+00,9.91E+00,,
184,7.29E+00,1.90E+00,,
185,1.31E+01,1.06E+00,,
186,1.88E+01,7.33E-01,,
187,1.81E+01,7.52E-01,,
188,1.01E+01,1.34E+00,,
189,2.47E+01,5.47E-01,,
190,9.41E-01,1.44E+01,,
191,2.47E+01,5.44E-01,,
192,2.82E+00,4.76E+00,,
193,4.06E+00,3.30E+00,,
194,4.25E+00,3.13E+00,,
195,2.65E+00,5.01E+00,,
196,8.91E+00,1.49E+00,,
197,9.19E+00,1.44E+00,,
198,1.21E+01,1.08E+00,,
199,2.85E+00,4.62E+00,,
200,2.50E+01,5.26E-01,,
201,1.83E+01,7.14E-01,,
202,7.80E+00,1.67E+00,,
203,1.65E+00,7.83E+00,,
204,3.79E+00,3.41E+00,,
205,6.79E+00,1.90E+00,,
206,1.52E+01,8.48E-01,,
207,4.40E+00,2.92E+00,,
208,1.08E+01,1.19E+00,,
209,1.80E+01,7.12E-01,,
210,1.05E+01,1.22E+00,,
211,1.42E+01,9.00E-01,,
212,7.78E+00,1.64E+00,,
213,2.30E+00,5.53E+00,,
214,7.49E+00,1.69E+00,,
215,1.85E+00,6.84E+00,,
216,7.55E+00,1.67E+00,,
217,1.41E+01,8.90E-01,,
218,6.65E+00,1.88E+00,,
219,1.42E+01,8.81E-01,,
220,1.02E+01,1.22E+00,,
221,1.68E+00,7.44E+00,,
222,2.11E+00,5.90E+00,,
223,1.01E+01,1.24E+00,,
224,6.54E+00,1.90E+00,,
225,5.35E+00,2.32E+00,,
226,8.29E+00,1.49E+00,,
227,4.22E+00,2.92E+00,,
228,4.22E+00,2.92E+00,,
229,2.06E+01,5.96E-01,,
230,1.09E+01,1.11E+00,,
231,6.28E+00,1.93E+00,,
232,2.96E+00,4.09E+00,,
233,7.55E+00,1.61E+00,,
234,1.47E+00,8.26E+00,,
235,7.56E-01,1.60E+01,,
236,1.15E+01,1.05E+00,,
237,2.39E+00,5.03E+00,,
238,2.48E+00,4.80E+00,,
239,1.13E+01,1.05E+00,,
240,1.59E+01,7.49E-01,,
241,1.00E+01,1.18E+00,,
242,2.85E+00,4.14E+00,,
243,7.63E-01,1.54E+01,,
244,1.33E+01,8.82E-01,,
245,2.21E+00,5.32E+00,,
246,5.24E+00,2.23E+00,,
247,1.14E+00,1.02E+01,,
248,7.78E+00,1.49E+00,,
249,8.07E-01,1.44E+01,,
250,9.49E-01,1.22E+01,,
251,7.72E+00,1.49E+00,,
252,2.16E+00,5.32E+00,,
253,1.22E+01,9.39E-01,,
254,1.91E+01,6.02E-01,,
255,3.91E+00,2.92E+00,,
256,1.76E+00,6.44E+00,,
257,1.74E+01,6.55E-01,,
258,1.73E+01,6.55E-01,,
259,5.00E+00,2.26E+00,,
260,1.06E+00,1.06E+01,,
261,2.11E+00,5.34E+00,,
262,3.57E+00,3.15E+00,,
263,1.21E+01,9.27E-01,,
264,9.06E+00,1.24E+00,,
265,1.58E+00,7.06E+00,,
266,2.42E+01,4.61E-01,,
267,9.09E+00,1.22E+00,,
268,4.94E+00,2.23E+00,,
269,2.50E+01,4.41E-01,,
270,7.83E+00,1.40E+00,,
271,2.42E+00,4.52E+00,,
272,7.09E+00,1.54E+00,,
273,2.11E+00,5.16E+00,,
274,7.82E+00,1.39E+00,,
275,1.52E+01,7.10E-01,,
276,2.50E+01,4.31E-01,,
277,3.79E+00,2.84E+00,,
278,1.46E+01,7.36E-01,,
279,8.82E-01,1.22E+01,,
280,4.57E+00,2.34E+00,,
281,1.91E+00,5.55E+00,,
282,1.14E+01,9.29E-01,,
283,1.04E+01,1.02E+00,,
284,1.48E+00,7.18E+00,,
285,1.14E+01,9.32E-01,,
286,1.85E+00,5.73E+00,,
287,2.53E+01,4.18E-01,,
288,1.22E+01,8.65E-01,,
289,3.57E+00,2.96E+00,,
290,1.48E+01,7.15E-01,,
291,1.42E+01,7.44E-01,,
292,2.56E+00,4.09E+00,,
293,4.10E+00,2.55E+00,,
294,2.68E+01,3.89E-01,,
295,1.52E+01,6.86E-01,,
296,4.43E+00,2.35E+00,,
297,7.49E+00,1.39E+00,,
298,7.44E+00,1.39E+00,,
299,1.52E+01,6.78E-01,,
300,1.17E+01,8.82E-01,,
301,1.80E+00,5.73E+00,,
302,2.15E+00,4.76E+00,,
303,9.67E+00,1.05E+00,,
304,2.48E+00,4.09E+00,,
305,5.85E+00,1.74E+00,,
306,1.76E+00,5.74E+00,,
307,9.43E+00,1.07E+00,,
308,2.11E+00,4.80E+00,,
309,2.68E+01,3.78E-01,,
310,9.25E+00,1.09E+00,,
311,9.89E-01,1.02E+01,,
312,7.04E-01,1.43E+01,,
313,3.79E+00,2.66E+00,,
314,6.54E-01,1.54E+01,,
315,7.09E+00,1.42E+00,,
316,5.46E+00,1.84E+00,,
317,3.28E+00,3.06E+00,,
318,7.00E-01,1.43E+01,,
319,1.51E+01,6.61E-01,,
320,5.93E+00,1.68E+00,,
321,3.40E+00,2.92E+00,,
322,4.22E+00,2.35E+00,,
323,1.91E+01,5.20E-01,,
324,4.57E-01,2.17E+01,,
325,7.78E+00,1.27E+00,,
326,6.28E+00,1.57E+00,,
327,8.31E+00,1.19E+00,,
328,3.94E+00,2.50E+00,,
329,1.97E+01,4.99E-01,,
330,2.17E+00,4.52E+00,,
331,9.43E+00,1.04E+00,,
332,1.89E+01,5.19E-01,,
333,1.21E+01,8.08E-01,,
334,2.09E+01,4.67E-01,,
335,7.49E+00,1.30E+00,,
336,1.50E+01,6.49E-01,,
337,8.12E+00,1.20E+00,,
338,1.46E+01,6.66E-01,,
339,2.99E+00,3.26E+00,,
340,1.14E+01,8.51E-01,,
341,1.52E+01,6.39E-01,,
342,1.59E+01,6.08E-01,,
343,7.27E+00,1.33E+00,,
344,2.02E+00,4.76E+00,,
345,1.86E+00,5.15E+00,,
346,6.87E+00,1.39E+00,,
347,9.19E+00,1.04E+00,,
348,3.81E+00,2.51E+00,,
349,2.07E+00,4.62E+00,,
350,1.91E+01,5.02E-01,,
351,2.32E+00,4.13E+00,,
352,2.32E+00,4.13E+00,,
353,1.03E+01,9.29E-01,,
354,1.02E+00,9.33E+00,,
355,7.39E+00,1.29E+00,,
356,4.26E+00,2.23E+00,,
357,7.39E+00,1.29E+00,,
358,7.82E+00,1.22E+00,,
359,1.02E+00,9.33E+00,,
360,3.39E+00,2.79E+00,,
361,1.86E+00,5.03E+00,,
362,3.33E+00,2.79E+00,,
363,1.70E+01,5.45E-01,,
364,1.33E+01,6.96E-01,,
365,1.42E+01,6.43E-01,,
366,1.10E+00,8.26E+00,,
367,6.26E+00,1.45E+00,,
368,6.20E+00,1.45E+00,,
369,2.30E+00,3.87E+00,,
370,2.73E+00,3.26E+00,,
371,1.70E+01,5.20E-01,,
372,1.07E+00,8.19E+00,,
373,3.01E+00,2.92E+00,,
374,1.55E+01,5.63E-01,,
375,8.11E+00,1.08E+00,,
376,2.13E+00,4.05E+00,,
377,8.10E-01,1.06E+01,,
378,1.33E+01,6.46E-01,,
379,2.32E+00,3.65E+00,,
380,1.25E+01,6.78E-01,,
381,2.04E+00,4.12E+00,,
382,6.01E+00,1.40E+00,,
383,1.07E+00,7.80E+00,,
384,5.74E+00,1.46E+00,,
385,2.81E+00,2.97E+00,,
386,8.36E-01,9.99E+00,,
387,7.54E+00,1.09E+00,,
388,6.01E+00,1.34E+00,,
389,1.09E+01,7.40E-01,,
390,1.45E+01,5.53E-01,,
391,1.57E+00,5.03E+00,,
392,1.22E+00,6.48E+00,,
393,6.42E+00,1.20E+00,,
394,4.87E+00,1.57E+00,,
395,2.58E+00,2.93E+00,,
396,2.58E+00,2.92E+00,,
397,1.81E+01,4.13E-01,,
398,2.53E+01,2.94E-01,,
399,1.02E+00,7.25E+00,,
400,1.03E+00,7.18E+00,,
401,8.19E+00,8.71E-01,,
402,2.39E+00,2.99E+00,,
403,9.83E-01,7.18E+00,,
404,1.20E+01,5.85E-01,,
405,6.80E-01,1.02E+01,,
406,1.62E+00,4.12E+00,,
407,9.96E+00,6.68E-01,,
408,2.12E+00,3.13E+00,,
409,8.42E+00,7.72E-01,,
410,8.98E+00,7.15E-01,,
411,1.15E+01,5.53E-01,,
412,4.14E-01,1.54E+01,,
413,3.46E+00,1.84E+00,,
414,2.79E+00,2.27E+00,,
415,7.82E+00,8.10E-01,,
416,1.15E+00,5.39E+00,,
417,2.11E+00,2.92E+00,,
418,2.30E+00,2.67E+00,,
419,5.83E+00,1.05E+00,,
420,5.08E+00,1.20E+00,,
421,6.19E+00,9.84E-01,,
422,1.35E+01,4.50E-01,,
423,3.30E+00,1.84E+00,,
424,3.78E-01,1.60E+01,,
425,4.37E+00,1.33E+00,,
426,9.96E+00,5.77E-01,,
427,1.49E+01,3.85E-01,,
428,6.74E-01,8.47E+00,,
429,1.73E+00,3.28E+00,,
430,3.69E-01,1.54E+01,,
431,3.55E+00,1.57E+00,,
432,7.96E+00,6.96E-01,,
433,1.00E+01,5.51E-01,,
434,8.12E+00,6.78E-01,,
435,5.51E+00,9.84E-01,,
436,5.14E+00,1.05E+00,,
437,1.47E+00,3.65E+00,,
438,6.73E+00,7.93E-01,,
439,4.56E+00,1.16E+00,,
440,6.01E+00,8.78E-01,,
441,1.49E+01,3.54E-01,,
442,1.93E+01,2.72E-01,,
443,4.06E+00,1.29E+00,,
444,1.52E+01,3.45E-01,,
445,3.80E+00,1.37E+00,,
446,3.91E+00,1.33E+00,,
447,8.85E+00,5.85E-01,,
448,7.49E+00,6.90E-01,,
449,1.15E+01,4.50E-01,,
450,1.08E+00,4.76E+00,,
451,3.62E+00,1.42E+00,,
452,6.32E+00,8.10E-01,,
453,1.81E+01,2.82E-01,,
454,1.71E+00,2.99E+00,,
455,7.02E-01,7.25E+00,,
456,3.12E+00,1.62E+00,,
457,3.61E+00,1.40E+00,,
458,1.08E+01,4.66E-01,,
459,5.74E+00,8.78E-01,,
460,1.00E+01,5.03E-01,,
461,2.16E+01,2.32E-01,,
462,6.73E+00,7.38E-01,,
463,7.13E+00,6.96E-01,,
464,2.11E+00,2.35E+00,,
465,4.54E+00,1.09E+00,,
466,3.09E-01,1.60E+01,,
467,3.71E+00,1.33E+00,,
468,5.95E-01,8.26E+00,,
469,1.04E+01,4.67E-01,,
470,8.64E+00,5.63E-01,,
471,1.42E+01,3.44E-01,,
472,3.42E+00,1.42E+00,,
473,9.36E-01,5.17E+00,,
474,1.95E+00,2.48E+00,,
475,7.44E+00,6.49E-01,,
476,1.07E+01,4.52E-01,,
477,7.43E+00,6.49E-01,,
478,3.87E+00,1.24E+00,,
479,1.54E+00,3.13E+00,,
480,3.87E+00,1.24E+00,,
481,1.93E+01,2.47E-01,,
482,2.16E+01,2.20E-01,,
483,1.73E+00,2.73E+00,,
484,1.05E+01,4.52E-01,,
485,1.42E+01,3.33E-01,,
486,9.13E-01,5.17E+00,,
487,1.89E+00,2.48E+00,,
488,6.74E-01,6.96E+00,,
489,1.04E+01,4.47E-01,,
490,1.42E+01,3.30E-01,,
491,3.41E+00,1.37E+00,,
492,3.32E+00,1.40E+00,,
493,3.71E+00,1.25E+00,,
494,2.81E+00,1.64E+00,,
495,3.99E+00,1.16E+00,,
496,2.83E+00,1.62E+00,,
497,6.79E+00,6.76E-01,,
498,3.80E+00,1.21E+00,,
499,1.42E+01,3.22E-01,,
500,2.01E+00,2.27E+00,,
