Reference,Height,Width,StripWidth,,,,,,
102,1.83E+00,1.06E+01,,,,,,,
103,8.73E-01,2.22E+01,,,,,,,
104,1.46E+00,1.32E+01,,,,,,,
105,9.15E+00,2.08E+00,,,,,,,
106,3.24E+01,5.85E-01,,,,,,,
107,3.92E+01,4.76E-01,,,,,,,
108,1.32E+00,1.41E+01,,,,,,,
109,1.31E+00,1.41E+01,,,,,,,
110,1.74E+00,1.06E+01,,,,,,,
111,1.31E+00,1.40E+01,,,,,,,
112,2.89E+00,6.31E+00,,,,,,,
113,2.00E+00,9.10E+00,,,,,,,
114,1.44E+00,1.25E+01,,,,,,,
115,8.11E+00,2.23E+00,,,,,,,
116,1.03E+01,1.75E+00,,,,,,,
117,8.18E-01,2.20E+01,,,,,,,
118,5.58E+00,3.20E+00,,,,,,,
119,4.12E+01,4.32E-01,,,,,,,
120,5.56E+00,3.19E+00,,,,,,,
121,1.89E+01,9.35E-01,,,,,,,
122,7.43E+00,2.38E+00,,,,,,,
123,7.90E-01,2.22E+01,,,,,,,
124,7.85E+00,2.23E+00,,,,,,,
125,2.05E+01,8.51E-01,,,,,,,
126,1.17E+00,1.49E+01,,,,,,,
127,2.87E+00,6.03E+00,,,,,,,
128,9.70E-01,1.78E+01,,,,,,,
129,1.89E+00,9.05E+00,,,,,,,
130,1.69E+01,1.02E+00,,,,,,,
131,1.22E+00,1.40E+01,,,,,,,
132,8.48E-01,2.01E+01,,,,,,,
133,3.98E+00,4.27E+00,,,,,,,
134,2.21E+00,7.66E+00,,,,,,,
135,1.71E+00,9.88E+00,,,,,,,
136,7.44E+00,2.26E+00,,,,,,,
137,1.70E+00,9.88E+00,,,,,,,
138,1.33E+00,1.25E+01,,,,,,,
139,2.36E+01,7.07E-01,,,,,,,
140,2.97E+01,5.62E-01,,,,,,,
141,1.89E+00,8.78E+00,,,,,,,
142,1.13E+01,1.47E+00,,,,,,,
143,1.77E+01,9.35E-01,,,,,,,
144,9.36E+00,1.75E+00,,,,,,,
145,1.11E+01,1.47E+00,,,,,,,
146,2.97E+01,5.51E-01,,,,,,,
147,2.62E+01,6.21E-01,,,,,,,
148,5.73E-01,2.84E+01,,,,,,,
149,1.84E+01,8.75E-01,,,,,,,
150,1.84E+01,8.74E-01,,,,,,,
151,3.16E+01,5.08E-01,,,,,,,
152,1.62E+00,9.92E+00,,,,,,,
153,2.97E+01,5.40E-01,,,,,,,
154,2.21E+00,7.19E+00,,,,,,,
155,7.12E+00,2.23E+00,,,,,,,
156,5.58E+00,2.83E+00,,,,,,,
157,1.72E+01,9.16E-01,,,,,,,
158,5.50E+00,2.85E+00,,,,,,,
159,3.92E+01,3.98E-01,,,,,,,
160,6.06E-01,2.57E+01,,,,,,,
161,1.31E+00,1.19E+01,,,,,,,
162,1.32E+00,1.17E+01,,,,,,,
163,1.05E+00,1.47E+01,,,,,,,
164,1.31E+00,1.17E+01,,,,,,,
165,7.44E+00,2.05E+00,,,,,,,
166,5.56E+00,2.71E+00,,,,,,,
167,6.06E-01,2.48E+01,,,,,,,
168,1.44E+00,1.02E+01,,,,,,,
169,7.08E+00,2.08E+00,,,,,,,
170,2.37E+01,6.21E-01,,,,,,,
171,1.42E+00,1.02E+01,,,,,,,
172,1.58E+01,9.16E-01,,,,,,,
173,3.83E+00,3.77E+00,,,,,,,
174,2.35E+00,6.08E+00,,,,,,,
175,1.56E+00,9.10E+00,,,,,,,
176,6.04E+00,2.35E+00,,,,,,,
177,2.16E+01,6.51E-01,,,,,,,
178,2.33E+00,6.03E+00,,,,,,,
179,9.48E-01,1.47E+01,,,,,,,
180,1.57E+01,8.88E-01,,,,,,,
181,3.24E+01,4.27E-01,,,,,,,
182,3.24E+01,4.22E-01,,,,,,,
183,1.57E+01,8.61E-01,,,,,,,
184,5.75E+00,2.35E+00,,,,,,,
185,3.16E+01,4.26E-01,,,,,,,
186,2.22E+00,6.03E+00,,,,,,,
187,1.38E+00,9.49E+00,,,,,,,
188,7.08E+00,1.85E+00,,,,,,,
189,3.48E+00,3.77E+00,,,,,,,
190,2.89E+00,4.52E+00,,,,,,,
191,2.35E+00,5.53E+00,,,,,,,
192,5.09E-01,2.54E+01,,,,,,,
193,1.63E+01,7.95E-01,,,,,,,
194,1.30E+00,9.92E+00,,,,,,,
195,1.62E+01,7.95E-01,,,,,,,
196,1.70E+01,7.56E-01,,,,,,,
197,6.15E+00,2.08E+00,,,,,,,
198,5.09E-01,2.50E+01,,,,,,,
199,1.96E+01,6.51E-01,,,,,,,
200,5.73E-01,2.20E+01,,,,,,,
,,,,,,,,,
,,,,,,,,,
