Rererence,Height,Width,StripWidth,,,,,,
173,1.73E+01,6.12E-01,,,,,,,
174,4.00E-01,2.64E+01,,,,,,,
175,4.40E+00,2.40E+00,,,,,,,
176,1.46E+00,7.27E+00,,,,,,,
177,2.28E+00,4.64E+00,,,,,,,
178,2.20E+01,4.77E-01,,,,,,,
179,1.34E+00,7.84E+00,,,,,,,
180,6.86E+00,1.52E+00,,,,,,,
181,9.35E-01,1.11E+01,,,,,,,
182,2.07E+00,5.00E+00,,,,,,,
183,1.24E+00,8.36E+00,,,,,,,
184,1.12E+01,9.22E-01,,,,,,,
185,3.43E-01,3.02E+01,,,,,,,
186,3.10E+00,3.33E+00,,,,,,,
187,1.24E+01,8.32E-01,,,,,,,
188,7.54E+00,1.37E+00,,,,,,,
189,5.65E+00,1.81E+00,,,,,,,
190,2.66E+00,3.83E+00,,,,,,,
191,1.01E+01,1.01E+00,,,,,,,
192,2.52E+01,4.04E-01,,,,,,,
193,3.02E+00,3.35E+00,,,,,,,
194,2.18E+00,4.64E+00,,,,,,,
195,2.38E+00,4.25E+00,,,,,,,
196,5.88E-01,1.72E+01,,,,,,,
197,2.29E+00,4.40E+00,,,,,,,
198,1.18E+01,8.53E-01,,,,,,,
199,4.27E+00,2.36E+00,,,,,,,
200,9.13E+00,1.10E+00,,,,,,,
201,2.29E+00,4.37E+00,,,,,,,
202,9.12E+00,1.10E+00,,,,,,,
203,2.35E+00,4.25E+00,,,,,,,
204,7.41E-01,1.33E+01,,,,,,,
205,9.35E-01,1.05E+01,,,,,,,
206,1.13E+01,8.67E-01,,,,,,,
207,4.94E-01,1.99E+01,,,,,,,
208,4.40E+00,2.23E+00,,,,,,,
209,6.40E+00,1.53E+00,,,,,,,
210,1.22E+01,8.02E-01,,,,,,,
211,1.11E+01,8.84E-01,,,,,,,
212,2.57E+00,3.81E+00,,,,,,,
213,1.70E+01,5.75E-01,,,,,,,
214,4.50E-01,2.17E+01,,,,,,,
215,9.63E+00,1.01E+00,,,,,,,
216,9.23E+00,1.05E+00,,,,,,,
217,4.53E+00,2.15E+00,,,,,,,
218,4.12E+00,2.36E+00,,,,,,,
219,2.03E+00,4.78E+00,,,,,,,
220,9.20E-01,1.05E+01,,,,,,,
221,4.46E-01,2.17E+01,,,,,,,
222,9.23E+00,1.05E+00,,,,,,,
223,1.49E+01,6.48E-01,,,,,,,
224,1.11E+01,8.67E-01,,,,,,,
225,3.68E-01,2.59E+01,,,,,,,
226,2.90E+00,3.29E+00,,,,,,,
227,1.58E+00,6.01E+00,,,,,,,
228,6.57E+00,1.45E+00,,,,,,,
229,8.54E+00,1.11E+00,,,,,,,
230,1.14E+01,8.31E-01,,,,,,,
231,1.25E+01,7.51E-01,,,,,,,
232,7.29E+00,1.29E+00,,,,,,,
233,1.05E+01,8.86E-01,,,,,,,
234,2.84E+00,3.29E+00,,,,,,,
235,1.49E+01,6.27E-01,,,,,,,
236,2.44E+01,3.81E-01,,,,,,,
237,3.58E-01,2.59E+01,,,,,,,
238,5.62E+00,1.64E+00,,,,,,,
239,3.51E+00,2.63E+00,,,,,,,
240,6.34E+00,1.45E+00,,,,,,,
241,1.12E+01,8.21E-01,,,,,,,
242,4.76E+00,1.93E+00,,,,,,,
243,4.05E+00,2.27E+00,,,,,,,
244,8.45E+00,1.08E+00,,,,,,,
245,5.01E-01,1.83E+01,,,,,,,
246,1.22E+00,7.45E+00,,,,,,,
247,8.10E+00,1.11E+00,,,,,,,
248,4.05E+00,2.22E+00,,,,,,,
249,8.50E+00,1.05E+00,,,,,,,
250,4.60E+00,1.93E+00,,,,,,,
251,9.23E+00,9.61E-01,,,,,,,
252,1.12E+01,7.85E-01,,,,,,,
253,2.52E+01,3.48E-01,,,,,,,
254,4.77E+00,1.83E+00,,,,,,,
255,1.27E+00,6.89E+00,,,,,,,
256,9.11E-01,9.60E+00,,,,,,,
257,1.88E+00,4.63E+00,,,,,,,
258,1.01E+00,8.61E+00,,,,,,,
259,3.50E+00,2.49E+00,,,,,,,
260,1.08E+01,8.06E-01,,,,,,,
261,4.91E+00,1.76E+00,,,,,,,
262,9.23E+00,9.35E-01,,,,,,,
263,1.98E+00,4.36E+00,,,,,,,
264,7.94E-01,1.09E+01,,,,,,,
265,7.44E+00,1.16E+00,,,,,,,
266,1.50E+01,5.74E-01,,,,,,,
267,7.74E+00,1.11E+00,,,,,,,
268,1.01E+01,8.49E-01,,,,,,,
269,2.81E+00,3.06E+00,,,,,,,
270,4.63E+00,1.85E+00,,,,,,,
271,6.67E+00,1.29E+00,,,,,,,
272,2.60E+00,3.29E+00,,,,,,,
273,1.15E+00,7.44E+00,,,,,,,
274,5.96E+00,1.44E+00,,,,,,,
275,3.54E+00,2.41E+00,,,,,,,
276,9.85E+00,8.65E-01,,,,,,,
277,4.91E+00,1.72E+00,,,,,,,
278,1.04E+00,8.10E+00,,,,,,,
279,2.07E+00,4.07E+00,,,,,,,
280,3.50E+00,2.40E+00,,,,,,,
281,8.15E+00,1.03E+00,,,,,,,
282,1.52E+01,5.52E-01,,,,,,,
283,1.73E+00,4.84E+00,,,,,,,
284,5.47E+00,1.52E+00,,,,,,,
285,2.02E+00,4.13E+00,,,,,,,
286,2.09E+00,3.97E+00,,,,,,,
287,6.44E+00,1.29E+00,,,,,,,
288,9.50E+00,8.72E-01,,,,,,,
289,1.73E+00,4.78E+00,,,,,,,
290,8.05E-01,1.03E+01,,,,,,,
291,2.28E+01,3.63E-01,,,,,,,
292,1.18E+01,7.00E-01,,,,,,,
293,3.18E-01,2.59E+01,,,,,,,
294,8.43E-01,9.75E+00,,,,,,,
295,6.35E+00,1.29E+00,,,,,,,
296,1.59E+01,5.17E-01,,,,,,,
297,3.48E+00,2.34E+00,,,,,,,
298,1.52E+00,5.35E+00,,,,,,,
299,1.25E+00,6.51E+00,,,,,,,
300,9.38E+00,8.67E-01,,,,,,,
301,8.64E+00,9.40E-01,,,,,,,
302,2.57E+00,3.16E+00,,,,,,,
303,1.07E+01,7.58E-01,,,,,,,
304,3.44E+00,2.36E+00,,,,,,,
305,5.60E-01,1.45E+01,,,,,,,
306,7.70E-01,1.05E+01,,,,,,,
307,1.11E+00,7.27E+00,,,,,,,
308,1.46E+01,5.52E-01,,,,,,,
309,1.01E+01,7.96E-01,,,,,,,
310,2.20E+01,3.66E-01,,,,,,,
311,9.40E+00,8.53E-01,,,,,,,
312,3.04E+00,2.63E+00,,,,,,,
313,1.65E+01,4.84E-01,,,,,,,
314,1.30E+00,6.15E+00,,,,,,,
315,7.46E-01,1.07E+01,,,,,,,
316,7.21E-01,1.11E+01,,,,,,,
317,1.29E+01,6.15E-01,,,,,,,
318,1.20E+01,6.57E-01,,,,,,,
319,1.28E+00,6.15E+00,,,,,,,
320,2.61E+00,3.02E+00,,,,,,,
321,1.50E+01,5.23E-01,,,,,,,
322,7.46E-01,1.05E+01,,,,,,,
323,7.11E+00,1.10E+00,,,,,,,
324,1.58E+00,4.93E+00,,,,,,,
325,7.44E+00,1.05E+00,,,,,,,
326,4.18E-01,1.86E+01,,,,,,,
327,1.27E+01,6.12E-01,,,,,,,
328,1.58E+00,4.89E+00,,,,,,,
329,1.10E+01,7.00E-01,,,,,,,
330,2.98E-01,2.59E+01,,,,,,,
331,1.03E+01,7.47E-01,,,,,,,
332,4.18E+00,1.84E+00,,,,,,,
333,5.00E+00,1.54E+00,,,,,,,
334,4.63E+00,1.66E+00,,,,,,,
335,2.57E+00,2.98E+00,,,,,,,
336,1.53E+00,5.01E+00,,,,,,,
337,5.92E+00,1.29E+00,,,,,,,
338,2.56E+00,2.97E+00,,,,,,,
339,5.82E+00,1.30E+00,,,,,,,
340,9.63E+00,7.83E-01,,,,,,,
341,4.76E+00,1.58E+00,,,,,,,
342,1.24E+01,6.08E-01,,,,,,,
343,2.16E+00,3.46E+00,,,,,,,
344,5.79E+00,1.29E+00,,,,,,,
345,4.32E+00,1.72E+00,,,,,,,
346,7.71E+00,9.63E-01,,,,,,,
347,1.32E+00,5.61E+00,,,,,,,
348,6.73E+00,1.10E+00,,,,,,,
349,2.44E+01,3.04E-01,,,,,,,
350,2.29E+00,3.23E+00,,,,,,,
351,7.94E-01,9.32E+00,,,,,,,
352,3.34E+00,2.21E+00,,,,,,,
353,1.28E+01,5.75E-01,,,,,,,
354,4.29E-01,1.72E+01,,,,,,,
355,2.31E+00,3.19E+00,,,,,,,
356,1.80E+01,4.09E-01,,,,,,,
357,3.27E+00,2.25E+00,,,,,,,
358,1.89E+01,3.89E-01,,,,,,,
359,1.73E+00,4.25E+00,,,,,,,
360,1.29E+01,5.66E-01,,,,,,,
361,9.78E-01,7.46E+00,,,,,,,
362,1.81E+00,4.00E+00,,,,,,,
363,8.36E-01,8.66E+00,,,,,,,
364,7.17E-01,1.01E+01,,,,,,,
365,5.57E+00,1.30E+00,,,,,,,
366,2.30E+00,3.15E+00,,,,,,,
367,3.37E+00,2.15E+00,,,,,,,
368,9.63E+00,7.50E-01,,,,,,,
369,9.23E+00,7.82E-01,,,,,,,
370,2.42E+00,2.97E+00,,,,,,,
371,2.78E+00,2.59E+00,,,,,,,
372,1.10E+00,6.51E+00,,,,,,,
373,3.48E+00,2.06E+00,,,,,,,
374,2.52E+01,2.84E-01,,,,,,,
375,2.66E+00,2.68E+00,,,,,,,
376,4.47E+00,1.60E+00,,,,,,,
377,1.53E+01,4.65E-01,,,,,,,
378,3.21E+00,2.22E+00,,,,,,,
379,4.27E-01,1.67E+01,,,,,,,
380,4.89E+00,1.45E+00,,,,,,,
381,2.28E+00,3.12E+00,,,,,,,
382,1.29E+01,5.47E-01,,,,,,,
383,4.45E+00,1.58E+00,,,,,,,
384,8.99E-01,7.84E+00,,,,,,,
385,2.20E+01,3.21E-01,,,,,,,
386,4.85E+00,1.45E+00,,,,,,,
387,7.91E+00,8.86E-01,,,,,,,
388,7.44E+00,9.40E-01,,,,,,,
389,3.15E+00,2.22E+00,,,,,,,
390,7.54E-01,9.27E+00,,,,,,,
391,1.81E+00,3.84E+00,,,,,,,
392,7.89E+00,8.84E-01,,,,,,,
393,1.94E+01,3.59E-01,,,,,,,
394,2.62E+00,2.65E+00,,,,,,,
395,2.62E+00,2.65E+00,,,,,,,
396,1.07E+01,6.49E-01,,,,,,,
397,1.62E+01,4.27E-01,,,,,,,
398,4.50E+00,1.54E+00,,,,,,,
399,1.80E+01,3.85E-01,,,,,,,
400,8.51E-01,8.10E+00,,,,,,,
401,2.66E+00,2.58E+00,,,,,,,
402,7.42E-01,9.27E+00,,,,,,,
403,7.93E+00,8.67E-01,,,,,,,
404,1.31E+00,5.22E+00,,,,,,,
405,7.36E+00,9.33E-01,,,,,,,
406,9.78E-01,7.01E+00,,,,,,,
407,6.30E+00,1.09E+00,,,,,,,
408,4.32E+00,1.58E+00,,,,,,,
409,1.31E+00,5.22E+00,,,,,,,
410,3.71E+00,1.84E+00,,,,,,,
411,7.94E-01,8.59E+00,,,,,,,
412,5.12E-01,1.33E+01,,,,,,,
413,2.90E+00,2.34E+00,,,,,,,
414,2.61E+00,2.59E+00,,,,,,,
415,4.32E+00,1.56E+00,,,,,,,
416,3.84E+00,1.75E+00,,,,,,,
417,6.18E+00,1.09E+00,,,,,,,
418,2.52E+01,2.66E-01,,,,,,,
419,3.07E-01,2.17E+01,,,,,,,
420,5.79E+00,1.15E+00,,,,,,,
421,6.28E-01,1.05E+01,,,,,,,
422,1.82E+00,3.63E+00,,,,,,,
423,8.31E-01,7.94E+00,,,,,,,
424,2.20E+01,2.98E-01,,,,,,,
425,3.27E+00,2.00E+00,,,,,,,
426,4.32E+00,1.51E+00,,,,,,,
427,3.24E-01,2.00E+01,,,,,,,
428,1.05E+01,6.12E-01,,,,,,,
429,5.12E-01,1.26E+01,,,,,,,
430,4.32E+00,1.47E+00,,,,,,,
431,5.23E+00,1.21E+00,,,,,,,
432,6.47E-01,9.75E+00,,,,,,,
433,5.23E+00,1.20E+00,,,,,,,
434,7.52E-01,8.36E+00,,,,,,,
435,2.49E+01,2.51E-01,,,,,,,
436,2.31E+00,2.72E+00,,,,,,,
437,2.81E+00,2.22E+00,,,,,,,
438,3.50E+00,1.78E+00,,,,,,,
439,1.43E+00,4.36E+00,,,,,,,
440,2.49E+01,2.50E-01,,,,,,,
441,1.67E+01,3.72E-01,,,,,,,
442,7.36E+00,8.46E-01,,,,,,,
443,9.02E-01,6.89E+00,,,,,,,
444,2.44E+01,2.55E-01,,,,,,,
445,5.79E+00,1.07E+00,,,,,,,
446,2.08E+00,2.97E+00,,,,,,,
447,1.65E+01,3.76E-01,,,,,,,
448,9.50E-01,6.51E+00,,,,,,,
449,2.07E+00,2.97E+00,,,,,,,
450,1.53E+01,4.00E-01,,,,,,,
451,2.85E+00,2.15E+00,,,,,,,
452,1.58E+01,3.85E-01,,,,,,,
453,1.29E+01,4.69E-01,,,,,,,
454,7.36E+00,8.21E-01,,,,,,,
455,1.29E+01,4.68E-01,,,,,,,
456,1.47E+00,4.09E+00,,,,,,,
457,7.94E-01,7.49E+00,,,,,,,
458,4.91E+00,1.21E+00,,,,,,,
459,1.09E+01,5.44E-01,,,,,,,
460,1.34E+01,4.42E-01,,,,,,,
461,2.52E+00,2.35E+00,,,,,,,
462,7.17E-01,8.27E+00,,,,,,,
463,1.88E+00,3.15E+00,,,,,,,
464,3.84E+00,1.54E+00,,,,,,,
465,1.09E+01,5.39E-01,,,,,,,
466,1.12E+01,5.24E-01,,,,,,,
467,2.78E+00,2.11E+00,,,,,,,
468,1.56E+01,3.76E-01,,,,,,,
469,4.43E-01,1.32E+01,,,,,,,
470,2.48E+00,2.36E+00,,,,,,,
471,8.96E-01,6.51E+00,,,,,,,
472,2.91E-01,2.00E+01,,,,,,,
473,6.93E-01,8.36E+00,,,,,,,
474,1.44E+00,4.00E+00,,,,,,,
475,8.87E-01,6.51E+00,,,,,,,
476,7.94E-01,7.25E+00,,,,,,,
477,8.42E+00,6.83E-01,,,,,,,
478,5.88E-01,9.75E+00,,,,,,,
479,2.52E+00,2.28E+00,,,,,,,
480,1.47E+01,3.89E-01,,,,,,,
481,4.85E+00,1.18E+00,,,,,,,
482,1.29E+01,4.44E-01,,,,,,,
483,1.82E+00,3.14E+00,,,,,,,
484,8.77E-01,6.51E+00,,,,,,,
485,1.44E+00,3.94E+00,,,,,,,
486,1.34E+01,4.24E-01,,,,,,,
487,1.53E+01,3.72E-01,,,,,,,
488,2.94E+00,1.93E+00,,,,,,,
489,2.31E+00,2.45E+00,,,,,,,
490,1.29E+01,4.40E-01,,,,,,,
491,8.28E+00,6.83E-01,,,,,,,
492,1.47E+00,3.85E+00,,,,,,,
493,2.48E+00,2.28E+00,,,,,,,
494,1.28E+01,4.40E-01,,,,,,,
495,1.17E+00,4.84E+00,,,,,,,
496,4.43E-01,1.27E+01,,,,,,,
497,5.25E-01,1.07E+01,,,,,,,
498,1.23E+01,4.56E-01,,,,,,,
499,1.23E+01,4.56E-01,,,,,,,
500,1.16E+00,4.84E+00,,,,,,,
,,,,,,,,,
,,,,,,,,,
