Rererence,Height,Width,StripWidth,,,,,,
138,4.35E+00,2.85E+00,,,,,,,
139,4.78E+00,2.58E+00,,,,,,,
140,6.43E-01,1.92E+01,,,,,,,
141,1.86E+01,6.61E-01,,,,,,,
142,5.39E+00,2.28E+00,,,,,,,
143,3.70E-01,3.29E+01,,,,,,,
144,2.57E+00,4.73E+00,,,,,,,
145,1.08E+00,1.12E+01,,,,,,,
146,5.79E-01,2.09E+01,,,,,,,
147,1.37E+01,8.66E-01,,,,,,,
148,1.38E+00,8.56E+00,,,,,,,
149,7.90E-01,1.48E+01,,,,,,,
150,6.36E-01,1.84E+01,,,,,,,
151,6.96E+00,1.68E+00,,,,,,,
152,2.23E+00,5.21E+00,,,,,,,
153,3.11E+01,3.73E-01,,,,,,,
154,2.75E+01,4.22E-01,,,,,,,
155,1.06E+01,1.09E+00,,,,,,,
156,1.65E+01,6.99E-01,,,,,,,
157,2.34E+00,4.93E+00,,,,,,,
158,1.74E+01,6.59E-01,,,,,,,
159,1.42E+00,8.09E+00,,,,,,,
160,3.49E-01,3.29E+01,,,,,,,
161,5.98E-01,1.92E+01,,,,,,,
162,1.19E+01,9.57E-01,,,,,,,
163,1.30E+01,8.78E-01,,,,,,,
164,8.63E+00,1.32E+00,,,,,,,
165,9.52E+00,1.19E+00,,,,,,,
166,1.72E+01,6.59E-01,,,,,,,
167,1.62E+01,6.95E-01,,,,,,,
168,5.56E+00,2.03E+00,,,,,,,
169,2.52E+01,4.46E-01,,,,,,,
170,1.13E+00,9.93E+00,,,,,,,
171,3.14E+00,3.57E+00,,,,,,,
172,2.92E+01,3.84E-01,,,,,,,
173,1.10E+01,1.02E+00,,,,,,,
174,7.11E+00,1.58E+00,,,,,,,
175,2.87E+01,3.89E-01,,,,,,,
176,8.61E-01,1.29E+01,,,,,,,
177,7.77E-01,1.43E+01,,,,,,,
178,4.87E-01,2.28E+01,,,,,,,
179,6.05E-01,1.82E+01,,,,,,,
180,3.35E-01,3.29E+01,,,,,,,
181,8.15E+00,1.35E+00,,,,,,,
182,2.26E+00,4.85E+00,,,,,,,
183,1.13E+01,9.69E-01,,,,,,,
184,7.05E+00,1.55E+00,,,,,,,
185,3.50E-01,3.12E+01,,,,,,,
186,1.88E+01,5.80E-01,,,,,,,
187,5.37E+00,2.03E+00,,,,,,,
188,1.31E+00,8.29E+00,,,,,,,
189,1.06E+01,1.02E+00,,,,,,,
190,9.06E+00,1.19E+00,,,,,,,
191,5.30E-01,2.04E+01,,,,,,,
192,1.82E+01,5.92E-01,,,,,,,
193,5.27E+00,2.04E+00,,,,,,,
194,1.22E+01,8.78E-01,,,,,,,
195,8.93E+00,1.20E+00,,,,,,,
196,2.17E+00,4.92E+00,,,,,,,
197,1.84E+01,5.81E-01,,,,,,,
198,1.09E+00,9.81E+00,,,,,,,
199,7.90E-01,1.35E+01,,,,,,,
200,2.17E+00,4.89E+00,,,,,,,
201,2.58E+01,4.11E-01,,,,,,,
202,2.24E+01,4.72E-01,,,,,,,
203,2.26E+00,4.67E+00,,,,,,,
204,1.32E+01,7.97E-01,,,,,,,
205,3.30E+00,3.18E+00,,,,,,,
206,8.77E+00,1.19E+00,,,,,,,
207,1.94E+01,5.38E-01,,,,,,,
208,1.18E+00,8.80E+00,,,,,,,
209,1.19E+01,8.70E-01,,,,,,,
210,1.28E+01,8.12E-01,,,,,,,
211,7.78E-01,1.33E+01,,,,,,,
212,7.42E+00,1.39E+00,,,,,,,
213,1.86E+01,5.55E-01,,,,,,,
214,6.36E-01,1.61E+01,,,,,,,
215,1.97E+00,5.21E+00,,,,,,,
216,8.15E+00,1.26E+00,,,,,,,
217,2.92E+01,3.50E-01,,,,,,,
218,2.25E+00,4.53E+00,,,,,,,
219,6.90E+00,1.47E+00,,,,,,,
220,7.90E-01,1.28E+01,,,,,,,
221,1.24E+01,8.12E-01,,,,,,,
222,2.93E+00,3.45E+00,,,,,,,
223,1.43E+00,7.05E+00,,,,,,,
224,8.68E+00,1.16E+00,,,,,,,
225,5.16E-01,1.92E+01,,,,,,,
226,4.33E+00,2.28E+00,,,,,,,
227,2.37E+00,4.16E+00,,,,,,,
228,9.66E+00,1.02E+00,,,,,,,
229,1.58E+01,6.21E-01,,,,,,,
230,2.72E+00,3.61E+00,,,,,,,
231,1.14E+00,8.56E+00,,,,,,,
232,2.02E+01,4.82E-01,,,,,,,
233,2.31E+01,4.22E-01,,,,,,,
234,8.68E+00,1.12E+00,,,,,,,
235,1.68E+01,5.80E-01,,,,,,,
236,5.34E-01,1.82E+01,,,,,,,
237,2.07E+00,4.69E+00,,,,,,,
238,2.92E+01,3.30E-01,,,,,,,
239,3.80E+00,2.54E+00,,,,,,,
240,2.07E+00,4.65E+00,,,,,,,
241,2.03E+00,4.75E+00,,,,,,,
242,9.52E-01,1.00E+01,,,,,,,
243,3.82E+00,2.50E+00,,,,,,,
244,7.23E+00,1.32E+00,,,,,,,
245,1.83E+00,5.20E+00,,,,,,,
246,1.11E+01,8.54E-01,,,,,,,
247,1.79E+00,5.29E+00,,,,,,,
248,7.86E+00,1.19E+00,,,,,,,
249,4.05E-01,2.31E+01,,,,,,,
250,6.18E-01,1.51E+01,,,,,,,
251,6.35E+00,1.47E+00,,,,,,,
252,3.53E+00,2.64E+00,,,,,,,
253,2.74E+00,3.39E+00,,,,,,,
254,6.66E+00,1.39E+00,,,,,,,
255,1.97E+01,4.71E-01,,,,,,,
256,2.41E+00,3.81E+00,,,,,,,
257,2.14E+00,4.27E+00,,,,,,,
258,5.26E+00,1.74E+00,,,,,,,
259,6.40E-01,1.43E+01,,,,,,,
260,5.01E+00,1.81E+00,,,,,,,
261,7.08E+00,1.28E+00,,,,,,,
262,1.31E+00,6.90E+00,,,,,,,
263,8.48E-01,1.06E+01,,,,,,,
264,2.52E+00,3.57E+00,,,,,,,
265,1.96E+01,4.59E-01,,,,,,,
266,9.47E+00,9.50E-01,,,,,,,
267,9.43E-01,9.49E+00,,,,,,,
268,1.41E+00,6.33E+00,,,,,,,
269,5.13E+00,1.74E+00,,,,,,,
270,4.65E-01,1.92E+01,,,,,,,
271,1.27E+01,6.99E-01,,,,,,,
272,2.48E+00,3.57E+00,,,,,,,
273,2.80E+00,3.17E+00,,,,,,,
274,3.17E+00,2.80E+00,,,,,,,
275,3.53E+00,2.51E+00,,,,,,,
276,3.83E-01,2.31E+01,,,,,,,
277,2.55E+00,3.45E+00,,,,,,,
278,1.03E+00,8.56E+00,,,,,,,
279,1.01E+00,8.67E+00,,,,,,,
280,1.16E+01,7.54E-01,,,,,,,
281,2.65E+01,3.30E-01,,,,,,,
282,4.56E-01,1.92E+01,,,,,,,
283,4.65E+00,1.88E+00,,,,,,,
284,1.43E+01,6.06E-01,,,,,,,
285,1.73E+01,5.00E-01,,,,,,,
286,5.37E+00,1.61E+00,,,,,,,
287,1.12E+01,7.74E-01,,,,,,,
288,4.96E+00,1.74E+00,,,,,,,
289,3.45E+00,2.50E+00,,,,,,,
290,1.81E+00,4.73E+00,,,,,,,
291,1.65E+00,5.18E+00,,,,,,,
292,3.44E+00,2.48E+00,,,,,,,
293,1.72E+00,4.95E+00,,,,,,,
294,6.14E-01,1.39E+01,,,,,,,
295,9.47E+00,8.99E-01,,,,,,,
296,1.76E+00,4.84E+00,,,,,,,
297,5.83E+00,1.46E+00,,,,,,,
298,7.45E+00,1.14E+00,,,,,,,
299,3.44E+00,2.45E+00,,,,,,,
300,2.20E+00,3.81E+00,,,,,,,
301,4.27E-01,1.94E+01,,,,,,,
302,1.56E+01,5.31E-01,,,,,,,
303,8.23E-01,1.00E+01,,,,,,,
304,8.23E-01,1.00E+01,,,,,,,
305,1.98E+00,4.16E+00,,,,,,,
306,1.67E+01,4.95E-01,,,,,,,
307,2.02E+00,4.07E+00,,,,,,,
308,1.58E+01,5.19E-01,,,,,,,
309,1.31E+00,6.24E+00,,,,,,,
310,8.87E+00,9.23E-01,,,,,,,
311,2.01E+01,4.07E-01,,,,,,,
312,1.31E+00,6.24E+00,,,,,,,
313,5.86E-01,1.39E+01,,,,,,,
314,9.21E+00,8.82E-01,,,,,,,
315,3.17E-01,2.55E+01,,,,,,,
316,3.24E+00,2.50E+00,,,,,,,
317,9.32E-01,8.56E+00,,,,,,,
318,2.52E+01,3.16E-01,,,,,,,
319,3.41E+00,2.32E+00,,,,,,,
320,1.88E+01,4.22E-01,,,,,,,
321,9.47E+00,8.28E-01,,,,,,,
322,1.03E+00,7.60E+00,,,,,,,
323,2.47E+00,3.17E+00,,,,,,,
324,4.06E-01,1.92E+01,,,,,,,
325,4.40E-01,1.77E+01,,,,,,,
326,1.34E+01,5.80E-01,,,,,,,
327,1.57E+00,4.93E+00,,,,,,,
328,3.80E+00,2.04E+00,,,,,,,
329,8.77E+00,8.82E-01,,,,,,,
330,4.27E+00,1.81E+00,,,,,,,
331,2.38E+01,3.25E-01,,,,,,,
332,9.47E+00,8.16E-01,,,,,,,
333,2.03E+00,3.81E+00,,,,,,,
334,1.53E+01,5.04E-01,,,,,,,
335,1.80E+00,4.27E+00,,,,,,,
336,9.95E+00,7.74E-01,,,,,,,
337,2.74E+00,2.80E+00,,,,,,,
338,3.76E+00,2.04E+00,,,,,,,
339,3.72E+00,2.06E+00,,,,,,,
340,1.32E+01,5.77E-01,,,,,,,
341,8.90E-01,8.56E+00,,,,,,,
342,1.30E+01,5.86E-01,,,,,,,
343,7.78E-01,9.78E+00,,,,,,,
344,7.35E+00,1.03E+00,,,,,,,
345,3.25E+00,2.33E+00,,,,,,,
346,8.76E+00,8.64E-01,,,,,,,
347,4.87E+00,1.55E+00,,,,,,,
348,2.38E+01,3.18E-01,,,,,,,
349,6.36E-01,1.19E+01,,,,,,,
350,1.53E+01,4.92E-01,,,,,,,
351,3.04E+00,2.48E+00,,,,,,,
352,3.06E+00,2.46E+00,,,,,,,
353,6.07E-01,1.24E+01,,,,,,,
354,1.19E+01,6.31E-01,,,,,,,
355,9.87E+00,7.58E-01,,,,,,,
356,2.99E+00,2.50E+00,,,,,,,
357,1.74E+00,4.30E+00,,,,,,,
358,1.19E+01,6.28E-01,,,,,,,
359,2.49E+00,2.98E+00,,,,,,,
360,2.48E+00,2.99E+00,,,,,,,
361,9.25E+00,7.99E-01,,,,,,,
362,1.90E+00,3.87E+00,,,,,,,
363,2.97E+00,2.49E+00,,,,,,,
364,4.63E+00,1.59E+00,,,,,,,
365,1.56E+00,4.73E+00,,,,,,,
366,2.18E+00,3.38E+00,,,,,,,
367,2.65E+01,2.76E-01,,,,,,,
368,7.27E-01,1.00E+01,,,,,,,
369,1.06E+01,6.85E-01,,,,,,,
370,2.40E+00,3.03E+00,,,,,,,
371,1.36E+01,5.31E-01,,,,,,,
372,1.29E+00,5.57E+00,,,,,,,
373,4.55E+00,1.58E+00,,,,,,,
374,2.40E+00,2.98E+00,,,,,,,
375,3.72E+00,1.92E+00,,,,,,,
376,1.50E+00,4.73E+00,,,,,,,
377,4.35E+00,1.63E+00,,,,,,,
378,8.04E+00,8.80E-01,,,,,,,
379,1.46E+00,4.83E+00,,,,,,,
380,3.72E+00,1.89E+00,,,,,,,
381,2.61E+01,2.70E-01,,,,,,,
382,2.61E+01,2.69E-01,,,,,,,
383,9.65E+00,7.19E-01,,,,,,,
384,5.05E+00,1.37E+00,,,,,,,
385,1.56E+01,4.43E-01,,,,,,,
386,2.66E-01,2.60E+01,,,,,,,
387,3.56E-01,1.94E+01,,,,,,,
388,7.96E-01,8.67E+00,,,,,,,
389,3.49E+00,1.97E+00,,,,,,,
390,1.32E+01,5.19E-01,,,,,,,
391,1.46E+00,4.69E+00,,,,,,,
392,2.64E-01,2.60E+01,,,,,,,
393,4.93E+00,1.39E+00,,,,,,,
394,7.08E+00,9.59E-01,,,,,,,
395,1.40E+01,4.86E-01,,,,,,,
396,1.12E+00,6.05E+00,,,,,,,
397,9.60E-01,7.05E+00,,,,,,,
398,1.40E+01,4.83E-01,,,,,,,
399,1.37E+01,4.89E-01,,,,,,,
400,4.40E-01,1.52E+01,,,,,,,
401,2.62E-01,2.55E+01,,,,,,,
402,1.68E+00,3.97E+00,,,,,,,
403,1.26E+00,5.29E+00,,,,,,,
404,1.30E+01,5.12E-01,,,,,,,
405,3.41E+00,1.95E+00,,,,,,,
406,5.32E+00,1.25E+00,,,,,,,
407,1.84E+01,3.60E-01,,,,,,,
408,8.15E+00,8.10E-01,,,,,,,
409,1.35E+01,4.89E-01,,,,,,,
410,2.39E+00,2.76E+00,,,,,,,
411,3.20E+00,2.06E+00,,,,,,,
412,2.23E+00,2.95E+00,,,,,,,
413,1.32E+01,4.99E-01,,,,,,,
414,4.16E-01,1.58E+01,,,,,,,
415,7.59E+00,8.64E-01,,,,,,,
416,4.15E+00,1.58E+00,,,,,,,
417,1.29E+00,5.05E+00,,,,,,,
418,5.25E-01,1.24E+01,,,,,,,
419,4.35E+00,1.49E+00,,,,,,,
420,2.61E+00,2.49E+00,,,,,,,
421,2.39E+00,2.71E+00,,,,,,,
422,4.50E+00,1.43E+00,,,,,,,
423,4.63E+00,1.39E+00,,,,,,,
424,5.76E-01,1.12E+01,,,,,,,
425,1.06E+01,6.08E-01,,,,,,,
426,1.18E+00,5.48E+00,,,,,,,
427,7.28E+00,8.80E-01,,,,,,,
428,4.16E-01,1.54E+01,,,,,,,
429,7.27E+00,8.80E-01,,,,,,,
430,3.13E+00,2.04E+00,,,,,,,
431,1.21E+00,5.29E+00,,,,,,,
432,2.17E+00,2.93E+00,,,,,,,
433,2.40E+00,2.65E+00,,,,,,,
434,3.13E+00,2.02E+00,,,,,,,
435,5.08E+00,1.25E+00,,,,,,,
436,1.11E+00,5.67E+00,,,,,,,
437,4.54E+00,1.39E+00,,,,,,,
438,2.01E+01,3.12E-01,,,,,,,
439,3.20E+00,1.96E+00,,,,,,,
440,4.36E+00,1.43E+00,,,,,,,
441,1.41E+01,4.44E-01,,,,,,,
442,1.10E+00,5.67E+00,,,,,,,
443,7.28E-01,8.56E+00,,,,,,,
444,3.68E+00,1.69E+00,,,,,,,
445,3.67E+00,1.69E+00,,,,,,,
446,1.05E+01,5.92E-01,,,,,,,
447,3.05E+00,2.04E+00,,,,,,,
448,1.32E+01,4.71E-01,,,,,,,
449,1.56E+01,3.97E-01,,,,,,,
450,1.03E+00,6.02E+00,,,,,,,
451,3.21E+00,1.92E+00,,,,,,,
452,4.30E+00,1.43E+00,,,,,,,
453,1.43E+00,4.30E+00,,,,,,,
454,3.52E+00,1.75E+00,,,,,,,
455,1.84E+01,3.35E-01,,,,,,,
456,3.21E+00,1.91E+00,,,,,,,
457,1.67E+01,3.69E-01,,,,,,,
458,2.50E+00,2.46E+00,,,,,,,
459,3.49E+00,1.75E+00,,,,,,,
460,1.71E+00,3.57E+00,,,,,,,
461,3.50E+00,1.74E+00,,,,,,,
462,3.69E-01,1.65E+01,,,,,,,
463,4.68E+00,1.30E+00,,,,,,,
464,4.32E-01,1.40E+01,,,,,,,
465,3.69E-01,1.64E+01,,,,,,,
466,7.73E-01,7.83E+00,,,,,,,
467,8.15E+00,7.43E-01,,,,,,,
468,1.21E+01,4.99E-01,,,,,,,
469,4.65E+00,1.30E+00,,,,,,,
470,7.08E+00,8.50E-01,,,,,,,
471,3.13E+00,1.92E+00,,,,,,,
472,4.29E-01,1.40E+01,,,,,,,
473,4.77E+00,1.26E+00,,,,,,,
474,4.68E+00,1.28E+00,,,,,,,
475,1.27E+01,4.71E-01,,,,,,,
476,5.83E+00,1.03E+00,,,,,,,
477,1.30E+01,4.59E-01,,,,,,,
478,5.62E-01,1.06E+01,,,,,,,
479,1.34E+01,4.44E-01,,,,,,,
480,4.16E+00,1.43E+00,,,,,,,
481,9.47E+00,6.30E-01,,,,,,,
482,2.94E+00,2.02E+00,,,,,,,
483,6.06E+00,9.81E-01,,,,,,,
484,1.29E+01,4.59E-01,,,,,,,
485,2.60E+00,2.28E+00,,,,,,,
486,2.02E+01,2.93E-01,,,,,,,
487,7.64E+00,7.74E-01,,,,,,,
488,1.71E+00,3.45E+00,,,,,,,
489,1.48E+00,3.97E+00,,,,,,,
490,1.86E+01,3.15E-01,,,,,,,
491,5.98E+00,9.81E-01,,,,,,,
492,4.66E+00,1.26E+00,,,,,,,
493,6.59E-01,8.86E+00,,,,,,,
494,1.29E+01,4.53E-01,,,,,,,
495,1.29E+01,4.53E-01,,,,,,,
496,1.98E+00,2.95E+00,,,,,,,
497,1.19E+01,4.92E-01,,,,,,,
498,1.86E+01,3.13E-01,,,,,,,
499,6.07E+00,9.60E-01,,,,,,,
500,9.87E+00,5.89E-01,,,,,,,
,,,,,,,,,
,,,,,,,,,
