Rererence,Height,Width,StripWidth,,,,,,
125,2.12E+00,7.01E+00,,,,,,,
126,2.36E+00,6.28E+00,,,,,,,
127,7.30E+00,2.02E+00,,,,,,,
128,1.66E+00,8.30E+00,,,,,,,
129,5.98E+00,2.30E+00,,,,,,,
130,7.90E+00,1.73E+00,,,,,,,
131,3.93E+00,3.46E+00,,,,,,,
132,2.11E+01,6.39E-01,,,,,,,
133,5.28E+00,2.55E+00,,,,,,,
134,5.53E+00,2.43E+00,,,,,,,
135,1.02E+00,1.31E+01,,,,,,,
136,1.49E+01,8.74E-01,,,,,,,
137,1.68E+01,7.75E-01,,,,,,,
138,1.34E+01,9.66E-01,,,,,,,
139,5.33E+00,2.43E+00,,,,,,,
140,1.71E+00,7.50E+00,,,,,,,
141,1.63E+01,7.86E-01,,,,,,,
142,5.28E+00,2.41E+00,,,,,,,
143,1.61E+01,7.91E-01,,,,,,,
144,3.55E+01,3.56E-01,,,,,,,
145,1.41E+00,8.91E+00,,,,,,,
146,1.48E+01,8.42E-01,,,,,,,
147,5.22E-01,2.39E+01,,,,,,,
148,9.72E+00,1.28E+00,,,,,,,
149,8.63E+00,1.43E+00,,,,,,,
150,5.28E+00,2.30E+00,,,,,,,
151,2.47E+00,4.88E+00,,,,,,,
152,3.07E+00,3.91E+00,,,,,,,
153,6.60E+00,1.80E+00,,,,,,,
154,1.72E+01,6.82E-01,,,,,,,
155,3.60E+00,3.25E+00,,,,,,,
156,2.11E+01,5.53E-01,,,,,,,
157,3.71E+00,3.15E+00,,,,,,,
158,6.60E+00,1.76E+00,,,,,,,
159,8.27E+00,1.41E+00,,,,,,,
160,4.55E-01,2.55E+01,,,,,,,
161,1.43E+01,8.08E-01,,,,,,,
162,7.65E+00,1.51E+00,,,,,,,
163,1.67E+01,6.92E-01,,,,,,,
164,1.47E+01,7.87E-01,,,,,,,
165,7.73E+00,1.49E+00,,,,,,,
166,6.09E+00,1.88E+00,,,,,,,
167,1.19E+01,9.59E-01,,,,,,,
168,2.83E+00,4.04E+00,,,,,,,
169,4.47E+00,2.55E+00,,,,,,,
170,1.79E+00,6.34E+00,,,,,,,
171,1.31E+00,8.65E+00,,,,,,,
172,8.53E-01,1.31E+01,,,,,,,
173,2.18E+01,5.08E-01,,,,,,,
174,1.34E+01,8.25E-01,,,,,,,
175,2.20E+01,5.00E-01,,,,,,,
176,5.07E+00,2.16E+00,,,,,,,
177,1.09E+00,1.00E+01,,,,,,,
178,5.41E+00,2.02E+00,,,,,,,
179,2.26E+00,4.79E+00,,,,,,,
180,1.48E+01,7.30E-01,,,,,,,
181,1.58E+00,6.82E+00,,,,,,,
182,1.67E+01,6.40E-01,,,,,,,
183,1.12E+01,9.55E-01,,,,,,,
184,3.03E+00,3.53E+00,,,,,,,
185,1.67E+00,6.40E+00,,,,,,,
186,8.85E+00,1.20E+00,,,,,,,
187,1.47E+00,7.24E+00,,,,,,,
188,8.85E+00,1.20E+00,,,,,,,
189,1.94E+01,5.47E-01,,,,,,,
190,2.34E+01,4.52E-01,,,,,,,
191,3.01E+01,3.51E-01,,,,,,,
192,5.28E+00,1.99E+00,,,,,,,
193,1.06E+01,9.83E-01,,,,,,,
194,5.82E+00,1.78E+00,,,,,,,
195,5.49E-01,1.88E+01,,,,,,,
196,4.37E+00,2.36E+00,,,,,,,
197,6.48E-01,1.59E+01,,,,,,,
198,1.21E+01,8.53E-01,,,,,,,
199,1.48E+00,6.92E+00,,,,,,,
200,2.15E+01,4.76E-01,,,,,,,
201,1.21E+01,8.47E-01,,,,,,,
202,1.60E+00,6.38E+00,,,,,,,
203,7.66E+00,1.33E+00,,,,,,,
204,6.60E+00,1.54E+00,,,,,,,
205,2.72E+00,3.74E+00,,,,,,,
206,1.64E+00,6.17E+00,,,,,,,
207,4.83E+00,2.10E+00,,,,,,,
208,7.48E-01,1.36E+01,,,,,,,
209,1.33E+00,7.63E+00,,,,,,,
210,4.65E+00,2.17E+00,,,,,,,
211,5.78E+00,1.74E+00,,,,,,,
212,1.80E+01,5.55E-01,,,,,,,
213,1.16E+01,8.57E-01,,,,,,,
214,1.12E+01,8.92E-01,,,,,,,
215,1.19E+01,8.38E-01,,,,,,,
216,6.15E+00,1.61E+00,,,,,,,
217,2.87E+00,3.46E+00,,,,,,,
218,4.91E+00,2.02E+00,,,,,,,
219,1.43E+01,6.83E-01,,,,,,,
220,1.82E+01,5.37E-01,,,,,,,
221,2.92E+01,3.35E-01,,,,,,,
222,3.01E+00,3.25E+00,,,,,,,
223,8.11E+00,1.20E+00,,,,,,,
224,1.13E+01,8.64E-01,,,,,,,
225,2.95E+00,3.30E+00,,,,,,,
226,1.52E+01,6.39E-01,,,,,,,
227,3.73E+00,2.60E+00,,,,,,,
228,9.05E+00,1.07E+00,,,,,,,
229,1.94E+00,4.99E+00,,,,,,,
230,1.16E+00,8.30E+00,,,,,,,
231,1.20E+01,8.03E-01,,,,,,,
232,9.58E+00,1.00E+00,,,,,,,
233,6.02E-01,1.59E+01,,,,,,,
234,2.42E+01,3.94E-01,,,,,,,
235,9.91E+00,9.60E-01,,,,,,,
236,2.67E+00,3.55E+00,,,,,,,
237,2.36E+00,4.00E+00,,,,,,,
238,2.83E+00,3.34E+00,,,,,,,
239,1.16E+01,8.10E-01,,,,,,,
240,3.92E+00,2.41E+00,,,,,,,
241,5.37E-01,1.76E+01,,,,,,,
242,3.88E+00,2.43E+00,,,,,,,
243,1.59E+00,5.92E+00,,,,,,,
244,1.24E+00,7.60E+00,,,,,,,
245,1.07E+01,8.72E-01,,,,,,,
246,3.93E+00,2.37E+00,,,,,,,
247,4.96E-01,1.87E+01,,,,,,,
248,1.73E+01,5.37E-01,,,,,,,
249,1.14E+01,8.15E-01,,,,,,,
250,2.46E+01,3.75E-01,,,,,,,
251,6.60E+00,1.40E+00,,,,,,,
252,2.95E+00,3.12E+00,,,,,,,
253,3.82E+00,2.41E+00,,,,,,,
254,7.16E+00,1.28E+00,,,,,,,
255,1.20E+01,7.57E-01,,,,,,,
256,6.09E+00,1.49E+00,,,,,,,
257,3.71E+00,2.45E+00,,,,,,,
258,2.81E+00,3.23E+00,,,,,,,
259,1.80E+01,5.03E-01,,,,,,,
260,1.89E+01,4.77E-01,,,,,,,
261,1.54E+01,5.86E-01,,,,,,,
262,8.70E-01,1.03E+01,,,,,,,
263,1.41E+01,6.39E-01,,,,,,,
264,1.04E+00,8.65E+00,,,,,,,
265,2.47E+00,3.62E+00,,,,,,,
266,5.78E+00,1.55E+00,,,,,,,
267,1.58E+00,5.63E+00,,,,,,,
268,1.16E+00,7.65E+00,,,,,,,
269,2.86E+00,3.10E+00,,,,,,,
270,2.92E+01,3.04E-01,,,,,,,
271,6.60E+00,1.34E+00,,,,,,,
272,9.34E+00,9.46E-01,,,,,,,
273,1.50E+00,5.86E+00,,,,,,,
274,1.61E+01,5.47E-01,,,,,,,
275,1.57E+00,5.59E+00,,,,,,,
276,4.60E+00,1.88E+00,,,,,,,
277,2.86E+00,3.02E+00,,,,,,,
278,2.08E+01,4.15E-01,,,,,,,
279,8.27E+00,1.04E+00,,,,,,,
280,1.48E+00,5.81E+00,,,,,,,
281,9.58E+00,8.94E-01,,,,,,,
282,6.67E+00,1.28E+00,,,,,,,
283,5.53E+00,1.54E+00,,,,,,,
284,1.20E+01,7.05E-01,,,,,,,
285,1.45E+00,5.83E+00,,,,,,,
286,8.22E-01,1.03E+01,,,,,,,
287,6.56E+00,1.28E+00,,,,,,,
288,3.19E+00,2.64E+00,,,,,,,
289,5.53E+00,1.52E+00,,,,,,,
290,9.34E+00,8.97E-01,,,,,,,
291,4.49E-01,1.87E+01,,,,,,,
292,1.76E+00,4.74E+00,,,,,,,
293,9.67E-01,8.63E+00,,,,,,,
294,3.16E+00,2.64E+00,,,,,,,
295,8.51E+00,9.76E-01,,,,,,,
296,8.92E+00,9.31E-01,,,,,,,
297,8.63E-01,9.59E+00,,,,,,,
298,8.25E-01,1.00E+01,,,,,,,
299,2.83E+00,2.90E+00,,,,,,,
300,7.96E-01,1.03E+01,,,,,,,
301,3.75E-01,2.17E+01,,,,,,,
302,1.39E+00,5.83E+00,,,,,,,
303,5.35E+00,1.51E+00,,,,,,,
304,9.34E+00,8.64E-01,,,,,,,
305,1.61E+01,5.02E-01,,,,,,,
306,6.27E-01,1.29E+01,,,,,,,
307,7.48E-01,1.08E+01,,,,,,,
308,8.27E+00,9.71E-01,,,,,,,
309,3.80E+00,2.10E+00,,,,,,,
310,2.43E+00,3.28E+00,,,,,,,
311,3.94E+00,2.02E+00,,,,,,,
312,5.40E+00,1.47E+00,,,,,,,
313,7.90E+00,1.00E+00,,,,,,,
314,1.16E+01,6.80E-01,,,,,,,
315,1.16E+00,6.82E+00,,,,,,,
316,5.81E+00,1.36E+00,,,,,,,
317,1.14E+01,6.95E-01,,,,,,,
318,6.25E-01,1.27E+01,,,,,,,
319,1.66E+01,4.77E-01,,,,,,,
320,4.19E-01,1.88E+01,,,,,,,
321,1.16E+01,6.75E-01,,,,,,,
322,1.35E+00,5.81E+00,,,,,,,
323,2.15E+01,3.62E-01,,,,,,,
324,2.24E+00,3.46E+00,,,,,,,
325,2.87E+00,2.71E+00,,,,,,,
326,1.32E+00,5.86E+00,,,,,,,
327,1.49E+01,5.17E-01,,,,,,,
328,8.30E+00,9.31E-01,,,,,,,
329,2.95E+00,2.62E+00,,,,,,,
330,1.38E+00,5.59E+00,,,,,,,
331,9.20E+00,8.38E-01,,,,,,,
332,5.53E+00,1.39E+00,,,,,,,
333,1.76E+01,4.37E-01,,,,,,,
334,1.11E+01,6.92E-01,,,,,,,
335,1.80E+01,4.25E-01,,,,,,,
336,1.74E+00,4.39E+00,,,,,,,
337,4.72E-01,1.62E+01,,,,,,,
338,5.74E+00,1.33E+00,,,,,,,
339,1.19E+01,6.39E-01,,,,,,,
340,5.52E-01,1.37E+01,,,,,,,
341,3.07E+00,2.47E+00,,,,,,,
342,9.56E+00,7.91E-01,,,,,,,
343,1.48E+01,5.07E-01,,,,,,,
344,4.63E-01,1.62E+01,,,,,,,
345,1.54E+01,4.87E-01,,,,,,,
346,1.24E+00,6.03E+00,,,,,,,
347,1.83E+01,4.07E-01,,,,,,,
348,2.91E+00,2.55E+00,,,,,,,
349,1.16E+00,6.38E+00,,,,,,,
350,2.08E+00,3.55E+00,,,,,,,
351,2.99E-01,2.47E+01,,,,,,,
352,9.34E+00,7.89E-01,,,,,,,
353,1.15E+01,6.39E-01,,,,,,,
354,2.64E+00,2.78E+00,,,,,,,
355,2.81E+00,2.61E+00,,,,,,,
356,5.08E+00,1.45E+00,,,,,,,
357,2.08E+00,3.53E+00,,,,,,,
358,2.32E+01,3.15E-01,,,,,,,
359,1.34E+01,5.45E-01,,,,,,,
360,4.55E-01,1.61E+01,,,,,,,
361,1.18E+00,6.17E+00,,,,,,,
362,6.25E-01,1.17E+01,,,,,,,
363,2.32E+01,3.14E-01,,,,,,,
364,4.50E-01,1.62E+01,,,,,,,
365,2.33E+00,3.12E+00,,,,,,,
366,3.89E-01,1.87E+01,,,,,,,
367,8.70E-01,8.33E+00,,,,,,,
368,4.17E+00,1.73E+00,,,,,,,
369,1.65E+00,4.39E+00,,,,,,,
370,4.09E+00,1.76E+00,,,,,,,
371,2.16E+01,3.34E-01,,,,,,,
372,8.39E+00,8.42E-01,,,,,,,
373,3.68E-01,1.92E+01,,,,,,,
374,4.16E-01,1.69E+01,,,,,,,
375,1.16E+01,6.05E-01,,,,,,,
376,9.28E+00,7.59E-01,,,,,,,
377,2.15E+01,3.27E-01,,,,,,,
378,9.18E-01,7.65E+00,,,,,,,
379,1.83E+01,3.84E-01,,,,,,,
380,4.83E+00,1.45E+00,,,,,,,
381,5.84E+00,1.20E+00,,,,,,,
382,1.08E+01,6.49E-01,,,,,,,
383,5.67E+00,1.23E+00,,,,,,,
384,2.42E+01,2.87E-01,,,,,,,
385,4.99E+00,1.39E+00,,,,,,,
386,2.21E+00,3.15E+00,,,,,,,
387,7.65E+00,9.08E-01,,,,,,,
388,7.65E+00,9.07E-01,,,,,,,
389,8.88E-01,7.80E+00,,,,,,,
390,3.71E-01,1.87E+01,,,,,,,
391,3.67E+00,1.88E+00,,,,,,,
392,2.67E+00,2.58E+00,,,,,,,
393,3.63E+00,1.89E+00,,,,,,,
394,1.07E+00,6.40E+00,,,,,,,
395,2.20E+01,3.12E-01,,,,,,,
396,7.85E+00,8.72E-01,,,,,,,
397,9.28E+00,7.36E-01,,,,,,,
398,1.54E+01,4.44E-01,,,,,,,
399,1.07E+00,6.34E+00,,,,,,,
400,2.80E+00,2.43E+00,,,,,,,
401,2.64E+00,2.57E+00,,,,,,,
402,5.07E+00,1.33E+00,,,,,,,
403,2.15E+01,3.14E-01,,,,,,,
404,1.47E+00,4.59E+00,,,,,,,
405,3.63E+00,1.85E+00,,,,,,,
406,1.36E+01,4.94E-01,,,,,,,
407,1.52E+01,4.40E-01,,,,,,,
408,3.48E-01,1.92E+01,,,,,,,
409,4.13E-01,1.62E+01,,,,,,,
410,7.69E-01,8.65E+00,,,,,,,
411,1.40E+01,4.76E-01,,,,,,,
412,1.70E+00,3.91E+00,,,,,,,
413,1.12E+00,5.92E+00,,,,,,,
414,1.86E+00,3.56E+00,,,,,,,
415,1.70E+00,3.89E+00,,,,,,,
416,3.54E-01,1.87E+01,,,,,,,
417,3.90E-01,1.69E+01,,,,,,,
418,3.74E+00,1.77E+00,,,,,,,
419,7.39E+00,8.92E-01,,,,,,,
420,2.16E+01,3.06E-01,,,,,,,
421,3.52E-01,1.87E+01,,,,,,,
422,7.39E-01,8.91E+00,,,,,,,
423,1.19E+01,5.52E-01,,,,,,,
424,1.11E+00,5.92E+00,,,,,,,
425,1.61E+01,4.08E-01,,,,,,,
426,1.42E+01,4.63E-01,,,,,,,
427,6.83E+00,9.55E-01,,,,,,,
428,1.99E+00,3.28E+00,,,,,,,
429,1.96E+00,3.28E+00,,,,,,,
430,1.68E+01,3.80E-01,,,,,,,
431,7.90E+00,8.06E-01,,,,,,,
432,2.08E+00,3.04E+00,,,,,,,
433,1.22E+01,5.16E-01,,,,,,,
434,2.35E+00,2.68E+00,,,,,,,
435,2.35E+00,2.67E+00,,,,,,,
436,1.58E+00,3.96E+00,,,,,,,
437,5.04E+00,1.24E+00,,,,,,,
438,6.60E+00,9.44E-01,,,,,,,
439,1.71E+01,3.56E-01,,,,,,,
440,1.20E+01,5.09E-01,,,,,,,
441,1.86E+00,3.25E+00,,,,,,,
442,1.20E+00,5.02E+00,,,,,,,
443,1.20E+00,5.01E+00,,,,,,,
444,2.18E+00,2.73E+00,,,,,,,
445,1.09E+00,5.49E+00,,,,,,,
446,4.81E+00,1.24E+00,,,,,,,
447,6.15E-01,9.62E+00,,,,,,,
448,4.17E+00,1.41E+00,,,,,,,
449,1.16E+01,5.08E-01,,,,,,,
450,2.18E+00,2.69E+00,,,,,,,
451,3.31E+00,1.76E+00,,,,,,,
452,5.81E+00,1.00E+00,,,,,,,
453,6.88E-01,8.44E+00,,,,,,,
454,1.68E+01,3.44E-01,,,,,,,
455,1.63E+01,3.56E-01,,,,,,,
456,9.34E+00,6.19E-01,,,,,,,
457,1.68E+01,3.42E-01,,,,,,,
458,2.08E+00,2.75E+00,,,,,,,
459,1.12E+01,5.09E-01,,,,,,,
460,1.04E+00,5.49E+00,,,,,,,
461,2.23E+00,2.55E+00,,,,,,,
462,1.22E+01,4.60E-01,,,,,,,
463,1.02E+00,5.53E+00,,,,,,,
464,2.99E+00,1.88E+00,,,,,,,
465,5.81E+00,9.64E-01,,,,,,,
466,1.88E+00,2.98E+00,,,,,,,
467,1.06E+01,5.28E-01,,,,,,,
468,6.15E-01,9.05E+00,,,,,,,
469,1.87E+00,2.98E+00,,,,,,,
470,3.07E+00,1.81E+00,,,,,,,
471,3.07E+00,1.81E+00,,,,,,,
472,1.26E+00,4.39E+00,,,,,,,
473,9.34E-01,5.92E+00,,,,,,,
474,1.25E+01,4.37E-01,,,,,,,
475,9.34E+00,5.85E-01,,,,,,,
476,4.52E+00,1.20E+00,,,,,,,
477,2.26E+00,2.41E+00,,,,,,,
478,1.34E+01,4.05E-01,,,,,,,
479,9.96E-01,5.31E+00,,,,,,,
480,8.75E-01,5.92E+00,,,,,,,
481,1.20E+01,4.31E-01,,,,,,,
482,1.34E+01,3.82E-01,,,,,,,
483,1.08E+01,4.74E-01,,,,,,,
484,2.64E+00,1.86E+00,,,,,,,
485,1.20E+01,4.06E-01,,,,,,,
486,2.93E+00,1.66E+00,,,,,,,
487,8.98E+00,5.37E-01,,,,,,,
488,2.91E+00,1.66E+00,,,,,,,
489,2.55E-01,1.87E+01,,,,,,,
490,1.05E+01,4.40E-01,,,,,,,
491,2.43E-01,1.87E+01,,,,,,,
492,2.83E+00,1.59E+00,,,,,,,
493,1.86E+00,2.42E+00,,,,,,,
494,2.83E+00,1.56E+00,,,,,,,
495,2.35E+00,1.86E+00,,,,,,,
496,1.39E+00,3.15E+00,,,,,,,
497,7.15E+00,6.07E-01,,,,,,,
498,9.81E+00,4.40E-01,,,,,,,
499,9.96E-01,4.29E+00,,,,,,,
500,7.02E+00,6.07E-01,,,,,,,
,,,,,,,,,
,,,,,,,,,
