Reference,Height,Width,StripWidth,,,,,,
193,2.57E+01,5.35E-01,,,,,,,
194,1.08E+01,1.27E+00,,,,,,,
195,9.82E+00,1.39E+00,,,,,,,
196,1.40E+00,9.77E+00,,,,,,,
197,9.80E+00,1.39E+00,,,,,,,
198,1.85E+00,7.36E+00,,,,,,,
199,2.25E+01,6.06E-01,,,,,,,
200,1.08E+01,1.25E+00,,,,,,,
,,,,,,,,,
,,,,,,,,,
